	Chr	Start	End	Count	eccID	Length
26390	chr12	128440461	128441673	15	26391	1213
26398	chr12	128551552	128551907	34	26399	356
26401	chr12	128584254	128585332	43	26402	1079
26403	chr12	128596421	128599305	14	26404	2885
26409	chr12	128714426	128714989	37	26410	564
26411	chr12	128722774	128724447	14	26412	1674
26422	chr12	128848228	128848594	30	26423	367
26433	chr12	129083767	129084956	37	26434	1190
26466	chr12	129949314	129949660	9	26467	347
26468	chr12	130007536	130008221	61	26469	686
26469	chr12	130015998	130016674	46	26470	677
26473	chr12	130053937	130054419	12	26474	483
26477	chr12	130057222	130058207	18	26478	986
26486	chr12	130179844	130180787	27	26487	944
26503	chr12	130430140	130433079	52	26504	2940
26507	chr12	130449889	130451761	45	26508	1873
26508	chr12	130451197	130451677	195	26509	481
26510	chr12	130454927	130456079	97	26511	1153
26515	chr12	130491232	130491607	55	26516	376
26547	chr12	130776411	130777615	55	26548	1205
26552	chr12	130953257	130954025	20	26553	769
26559	chr12	131008691	131009253	18	26560	563
26562	chr12	131016288	131016404	44	26563	117
26571	chr12	131095989	131096723	26	26572	735
26584	chr12	131177087	131177794	10	26585	708
26597	chr12	131337843	131338458	18	26598	616
26611	chr12	131539338	131540393	21	26612	1056
26612	chr12	131539354	131540349	15	26613	996
26628	chr12	131766314	131766682	87	26629	369
26631	chr12	131844273	131845356	21	26632	1084
26637	chr12	131863769	131866292	11	26638	2524
26641	chr12	131899534	131900056	14	26642	523
26660	chr12	132146518	132147370	87	26661	853
26670	chr12	132194100	132195797	72	26671	1698
26675	chr12	132209142	132210273	33	26676	1132
26682	chr12	132264778	132266761	136	26683	1984
26697	chr12	132363258	132365142	21	26698	1885
26698	chr12	132363350	132364281	28	26699	932
26706	chr12	132386067	132386386	56	26707	320
26715	chr12	132487569	132488111	36	26716	543
26717	chr12	132494208	132495014	28	26718	807
26720	chr12	132500033	132500511	15	26721	479
26731	chr12	132625174	132625654	20	26732	481
26735	chr12	132640142	132643651	15	26736	3510
26751	chr12	132749506	132749854	32	26752	349
26770	chr12	132950603	132951868	36	26771	1266
26772	chr12	132950862	132951875	41	26773	1014
26782	chr13	18233804	18234604	14	26783	801
26784	chr13	18234736	18235093	9	26785	358
26788	chr13	18666223	18666478	10	26789	256
26793	chr13	19085341	19086014	47	26794	674
26809	chr13	19830449	19831398	24	26810	950
26817	chr13	20110167	20110932	54	26818	766
26821	chr13	20189928	20191634	48	26822	1707
26823	chr13	20231091	20231477	152	26824	387
26828	chr13	20497306	20497745	43	26829	440
26834	chr13	20683621	20684402	21	26835	782
26838	chr13	21077324	21079840	19	26839	2517
26843	chr13	21323469	21323825	25	26844	357
26849	chr13	21364346	21364688	12	26850	343
26869	chr13	22211893	22213784	33	26870	1892
26873	chr13	22285157	22287839	15	26874	2683
26878	chr13	22641591	22643041	24	26879	1451
26892	chr13	22981501	22982539	25	26893	1039
26905	chr13	23658729	23660425	22	26906	1697
26922	chr13	24214623	24215372	14	26923	750
26929	chr13	24314418	24314730	16	26930	313
26930	chr13	24315876	24316844	14	26931	969
26936	chr13	22937264	22941749	24	26937	4486
26944	chr13	24863460	24864016	15	26945	557
26946	chr13	24926424	24926969	12	26947	546
26956	chr13	25205023	25207798	87	26957	2776
26973	chr13	26179533	26180454	45	26974	922
26994	chr13	26909557	26910794	16	26995	1238
27002	chr13	26933319	26933998	26	27003	680
27009	chr13	26953881	26954608	30	27010	728
27011	chr13	26987149	26990047	21	27012	2899
27035	chr13	27721670	27722003	21	27036	334
27050	chr13	27928253	27929689	52	27051	1437
27059	chr13	28555019	28556571	20	27060	1553
27066	chr13	28583500	28583958	23	27067	459
27068	chr13	28618593	28621854	56	27069	3262
27071	chr13	28684592	28685075	13	27072	484
27088	chr13	29499815	29500242	63	27089	428
27090	chr13	29535742	29537099	18	27091	1358
27101	chr13	29934773	29935525	47	27102	753
27115	chr13	30310545	30312798	15	27116	2254
27117	chr13	30332225	30332595	36	27118	371
27121	chr13	30375404	30376894	25	27122	1491
27133	chr13	30689543	30690468	36	27134	926
27136	chr13	30736939	30737348	77	27137	410
27143	chr13	30837125	30837837	17	27144	713
27147	chr13	30855800	30857057	77	27148	1258
27154	chr13	31051875	31052858	27	27155	984
27159	chr13	31172001	31174637	17	27160	2637
27167	chr13	31309123	31310663	42	27168	1541
27189	chr13	32848061	32850513	34	27190	2453
27197	chr13	33089515	33090959	44	27198	1445
27219	chr13	34322205	34322915	12	27220	711
27239	chr13	35683607	35687483	20	27240	3877
27244	chr13	35761853	35762950	146	27245	1098
27247	chr13	35906731	35907471	12	27248	741
27254	chr13	36129518	36130084	11	27255	567
27257	chr13	36163138	36168859	17	27258	5722
27275	chr13	36938430	36939286	29	27276	857
27289	chr13	38666317	38667249	12	27290	933
27293	chr13	39037823	39038540	45	27294	718
27302	chr13	39443153	39446934	17	27303	3782
27314	chr13	40003900	40008629	23	27315	4730
27324	chr13	40428166	40429320	40	27325	1155
27345	chr13	41421502	41423642	17	27346	2141
27363	chr13	41545240	41546501	12	27364	1262
27369	chr13	41554281	41555593	10	27370	1313
27370	chr13	41558744	41559473	28	27371	730
27391	chr13	43151091	43154207	101	27392	3117
27394	chr13	43270298	43271227	23	27395	930
27416	chr13	44155392	44157735	40	27417	2344
27426	chr13	44412368	44413191	56	27427	824
27447	chr13	44917971	44919191	32	27448	1221
27456	chr13	45329564	45330222	31	27457	659
27463	chr13	45512166	45512901	12	27464	736
27465	chr13	45543734	45546162	12	27466	2429
27484	chr13	46531599	46532198	15	27485	600
27487	chr13	46698261	46701067	40	27488	2807
27499	chr13	47548135	47550466	18	27500	2332
27510	chr13	48231864	48233009	60	27511	1146
27516	chr13	48508018	48511487	9	27517	3470
27522	chr13	48733430	48735314	12	27523	1885
27524	chr13	48754701	48756459	9	27525	1759
27533	chr13	49305439	49305822	39	27534	384
27541	chr13	49643569	49644228	41	27542	660
27556	chr13	50855997	50856340	10	27557	344
27565	chr13	51147893	51148897	111	27566	1005
27566	chr13	51148324	51148680	26	27567	357
27567	chr13	51148379	51148702	34	27568	324
27576	chr13	51244899	51245649	24	27577	751
27583	chr13	51832009	51834528	11	27584	2520
27584	chr13	51840927	51841512	34	27585	586
27597	chr13	52205678	52205974	13	27598	297
27613	chr13	52944019	52948279	15	27614	4261
27669	chr13	60266257	60268077	13	27670	1821
27670	chr13	60266400	60268593	24	27671	2194
27682	chr13	60592390	60593547	14	27683	1158
27706	chr13	61625771	61631054	14	27707	5284
27707	chr13	61725081	61726301	16	27708	1221
27714	chr13	62447514	62448057	17	27715	544
27733	chr13	64371103	64371511	21	27734	409
27758	chr13	67791281	67791518	86	27759	238
27771	chr13	68342064	68342859	15	27772	796
27784	chr13	69911855	69913614	13	27785	1760
27790	chr13	70844484	70844876	105	27791	393
27810	chr13	72953523	72954379	135	27811	857
27811	chr13	72953985	72954343	107	27812	359
27837	chr13	74132716	74133769	16	27838	1054
27905	chr13	77678873	77679770	20	27906	898
27912	chr13	78053486	78055221	12	27913	1736
27936	chr13	79038509	79040558	12	27937	2050
27944	chr13	79432066	79433149	92	27945	1084
28003	chr13	85895551	85896474	21	28004	924
28015	chr13	86609163	86609841	19	28016	679
28043	chr13	91426654	91427804	13	28044	1151
28084	chr13	94571281	94572899	26	28085	1619
28089	chr13	94689860	94690340	10	28090	481
28106	chr13	95136196	95136776	61	28107	581
28146	chr13	96578090	96578452	32	28147	363
28149	chr13	96679806	96680497	18	28150	692
28161	chr13	96984898	96985122	14	28162	225
28162	chr13	96984910	96985134	24	28163	225
28167	chr13	97083050	97083774	24	28168	725
28178	chr13	97374908	97376037	29	28179	1130
28181	chr13	97471994	97472349	42	28182	356
28194	chr13	97589825	97590601	106	28195	777
28205	chr13	97848386	97849680	23	28206	1295
28208	chr13	97881375	97882096	34	28209	722
28231	chr13	98392785	98395062	55	28232	2278
28242	chr13	98433138	98433903	62	28243	766
28244	chr13	98450478	98451072	113	28245	595
28262	chr13	98649185	98653773	19	28263	4589
28271	chr13	98689744	98692953	31	28272	3210
28277	chr13	98773217	98774572	37	28278	1356
28283	chr13	98851603	98856629	14	28284	5027
28297	chr13	99176354	99176736	32	28298	383
28300	chr13	99226647	99227803	41	28301	1157
28307	chr13	99342430	99342797	32	28308	368
28312	chr13	99380050	99380935	17	28313	886
28315	chr13	99404151	99405653	17	28316	1503
28330	chr13	99652906	99654816	27	28331	1911
28343	chr13	99729999	99730739	23	28344	741
28346	chr13	99834081	99834393	15	28347	313
28354	chr13	99928534	99930070	12	28355	1537
28361	chr13	99954391	99956461	55	28362	2071
28371	chr13	100376438	100377143	38	28372	706
28383	chr13	100565528	100566391	23	28384	864
28405	chr13	101076449	101078319	17	28406	1871
28420	chr13	102120632	102121201	12	28421	570
28461	chr13	104104016	104105030	12	28462	1015
28475	chr13	106029956	106034327	21	28476	4372
28488	chr13	106435023	106437045	42	28489	2023
28510	chr13	107484936	107491335	23	28511	6400
28519	chr13	107940746	107941369	32	28520	624
28536	chr13	108640372	108641957	9	28537	1586
28543	chr13	108836162	108836833	28	28544	672
28558	chr13	109366355	109369899	37	28559	3545
28563	chr13	109496199	109498102	9	28564	1904
28579	chr13	109785267	109785518	23	28580	252
28581	chr13	109842300	109844055	18	28582	1756
28597	chr13	110009613	110010887	27	28598	1275
28603	chr13	110113859	110114889	29	28604	1031
28604	chr13	110114071	110114800	97	28605	730
28607	chr13	110218225	110218927	21	28608	703
28610	chr13	110265897	110266675	21	28611	779
28615	chr13	110314922	110315177	47	28616	256
28620	chr13	110347050	110348028	36	28621	979
28622	chr13	110347051	110348028	88	28623	978
28624	chr13	110355129	110356707	21	28625	1579
28633	chr13	110411807	110416346	34	28634	4540
28635	chr13	110449616	110450096	35	28636	481
28637	chr13	110458175	110458855	19	28638	681
28644	chr13	110482187	110483795	17	28645	1609
28652	chr13	110511804	110512132	84	28653	329
28659	chr13	110531172	110531914	14	28660	743
28666	chr13	110599112	110601677	25	28667	2566
28670	chr13	110717547	110717807	31	28671	261
28674	chr13	110826366	110827272	20	28675	907
28681	chr13	110948918	110950424	94	28682	1507
28685	chr13	111000470	111001207	70	28686	738
28686	chr13	111051516	111052094	76	28687	579
28692	chr13	111139470	111139772	70	28693	303
28697	chr13	111206098	111206584	31	28698	487
28706	chr13	111322070	111322951	46	28707	882
28710	chr13	111389432	111389797	23	28711	366
28719	chr13	111456409	111456981	43	28720	573
28721	chr13	111484153	111485021	13	28722	869
28722	chr13	111502473	111503913	22	28723	1441
28726	chr13	111541505	111542083	32	28727	579
28731	chr13	111565482	111566823	21	28732	1342
28747	chr13	111947027	111949333	28	28748	2307
28754	chr13	112031040	112032195	51	28755	1156
28762	chr13	112114104	112114571	12	28763	468
28766	chr13	112127875	112129479	20	28767	1605
28778	chr13	112526170	112526892	21	28779	723
28786	chr13	112638192	112639129	72	28787	938
28795	chr13	112665873	112667008	20	28796	1136
28800	chr13	112704364	112704687	59	28801	324
28809	chr13	112776231	112777006	17	28810	776
28813	chr13	112785675	112786089	22	28814	415
28816	chr13	112809247	112809646	25	28817	400
28820	chr13	112896065	112897208	74	28821	1144
28822	chr13	112902890	112904070	16	28823	1181
28831	chr13	112978407	112979552	31	28832	1146
28847	chr13	113047150	113047837	45	28848	688
28857	chr13	113110398	113110973	18	28858	576
28859	chr13	113113967	113115129	19	28860	1163
28860	chr13	113140218	113141939	15	28861	1722
28864	chr13	113203700	113204328	42	28865	629
28872	chr13	113345775	113348409	18	28873	2635
28894	chr13	113452831	113453582	15	28895	752
28920	chr13	113723664	113724416	30	28921	753
28935	chr13	113917080	113917780	59	28936	701
28938	chr13	113965730	113966630	9	28939	901
28944	chr13	113979777	113982690	40	28945	2914
28961	chr13	114041643	114043051	16	28962	1409
28964	chr13	114047407	114048535	79	28965	1129
28965	chr13	114049673	114050330	60	28966	658
28970	chr13	114066302	114067500	56	28971	1199
28971	chr13	114097275	114097840	16	28972	566
28978	chr13	114134372	114134762	40	28979	391
28982	chr13	114202572	114203059	20	28983	488
28995	chr13	41630499	41632778	32	28996	2280
29004	chr13	44793804	44796015	12	29005	2212
29010	chr13	50691774	50696611	24	29011	4838
29018	chr13	60734500	60740305	20	29019	5806
29040	chr13	85966730	85967052	24	29041	323
29046	chr13	94354516	94357204	31	29047	2689
29059	chr13	97943160	97945535	9	29060	2376
29067	chr13	106412936	106417000	12	29068	4065
29070	chr13	108428334	108429550	31	29071	1217
29093	chr13	113606602	113607349	64	29094	748
29108	chr13	110493489	110494009	21	29109	521
29113	chr13	113898173	113903289	20	29114	5117
29124	chr14	20385934	20386730	24	29125	797
29136	chr14	20682407	20682973	19	29137	567
29151	chr14	20903735	20905446	18	29152	1712
29161	chr14	21082570	21084254	21	29162	1685
29164	chr14	21095277	21096410	20	29165	1134
29170	chr14	21276062	21276411	17	29171	350
29180	chr14	21835026	21835400	30	29181	375
29186	chr14	22240231	22241592	29	29187	1362
29190	chr14	22389616	22391257	27	29191	1642
29204	chr14	22545944	22546734	25	29205	791
29205	chr14	22547443	22548479	17	29206	1037
29208	chr14	22588787	22589478	12	29209	692
29214	chr14	22707785	22708083	15	29215	299
29218	chr14	22711063	22713079	35	29219	2017
29224	chr14	22795763	22796960	10	29225	1198
29230	chr14	22886044	22886402	24	29231	359
29232	chr14	22901066	22902005	11	29233	940
29239	chr14	23045064	23045419	50	29240	356
29242	chr14	23063869	23064522	28	29243	654
29261	chr14	23495840	23498040	38	29262	2201
29267	chr14	23521464	23523588	11	29268	2125
29273	chr14	23558116	23558839	95	29274	724
29277	chr14	23671949	23674048	14	29278	2100
29289	chr14	24098289	24099150	23	29290	862
29313	chr14	24340492	24340721	26	29314	230
29314	chr14	24373159	24373952	198	29315	794
29324	chr14	24576113	24576531	49	29325	419
29327	chr14	24644403	24644961	18	29328	559
29332	chr14	24894352	24898072	17	29333	3721
29344	chr14	26308646	26309194	60	29345	549
29351	chr14	27848399	27849560	11	29352	1162
29353	chr14	28098887	28100822	13	29354	1936
29355	chr14	28206047	28209938	15	29356	3892
29429	chr14	34361488	34364073	20	29430	2586
29460	chr14	35400086	35400860	21	29461	775
29480	chr14	36519259	36519576	38	29481	318
29483	chr14	36637865	36640012	14	29484	2148
29508	chr14	39762695	39763482	18	29509	788
29510	chr14	39762696	39763482	15	29511	787
29530	chr14	43100354	43101028	85	29531	675
29541	chr14	44578589	44579309	15	29542	721
29568	chr14	45825310	45826020	12	29569	711
29569	chr14	45826721	45827131	95	29570	411
29576	chr14	48371677	48372077	14	29577	401
29581	chr14	49443466	49444195	10	29582	730
29592	chr14	49619692	49620522	27	29593	831
29610	chr14	50548396	50549221	51	29611	826
29626	chr14	51484409	51485914	27	29627	1506
29634	chr14	51751266	51752367	42	29635	1102
29643	chr14	52026128	52026521	59	29644	394
29650	chr14	52238052	52240018	21	29651	1967
29659	chr14	52994022	52994400	11	29660	379
29660	chr14	52994044	52994400	11	29661	357
29668	chr14	53276892	53277883	75	29669	992
29678	chr14	53950545	53951613	12	29679	1069
29680	chr14	53955748	53956108	24	29681	361
29700	chr14	54763926	54766529	66	29701	2604
29702	chr14	54767980	54768789	52	29703	810
29708	chr14	54778834	54780106	40	29709	1273
29711	chr14	54785096	54785885	20	29712	790
29722	chr14	55123479	55124161	16	29723	683
29726	chr14	55312443	55312775	26	29727	333
29729	chr14	55447719	55448306	18	29730	588
29731	chr14	55467871	55468718	35	29732	848
29748	chr14	55883394	55884932	44	29749	1539
29754	chr14	55938022	55938620	36	29755	599
29757	chr14	55970743	55971929	19	29758	1187
29801	chr14	58053334	58054704	18	29802	1371
29823	chr14	59135093	59136253	30	29824	1161
29831	chr14	59463614	59464136	22	29832	523
29839	chr14	59703457	59712037	14	29840	8581
29842	chr14	59958242	59958720	14	29843	479
29854	chr14	61040399	61040782	10	29855	384
29856	chr14	61106906	61107330	26	29857	425
29858	chr14	61154072	61156685	19	29859	2614
29859	chr14	61158564	61160141	9	29860	1578
29871	chr14	61510798	61511542	9	29872	745
29876	chr14	61564751	61565136	28	29877	386
29902	chr14	63204079	63204800	72	29903	722
29929	chr14	64540317	64540708	66	29930	392
29930	chr14	64540474	64541336	12	29931	863
29944	chr14	64688372	64688980	134	29945	609
29949	chr14	64772922	64773253	277	29950	332
29952	chr14	64791084	64791443	47	29953	360
29960	chr14	64815353	64816203	46	29961	851
29961	chr14	64816324	64821130	23	29962	4807
29976	chr14	65064442	65066187	16	29977	1746
29979	chr14	65071426	65072294	23	29980	869
29992	chr14	65327862	65330014	21	29993	2153
30000	chr14	65817104	65819445	57	30001	2342
30001	chr14	65821457	65823679	51	30002	2223
30005	chr14	65927761	65928423	47	30006	663
30008	chr14	65989996	65991551	37	30009	1556
30011	chr14	66056721	66057463	15	30012	743
30044	chr14	67607776	67608152	12	30045	377
30045	chr14	67612012	67613482	12	30046	1471
30068	chr14	68181295	68181872	12	30069	578
30073	chr14	68363081	68365300	14	30074	2220
30078	chr14	68507656	68509481	47	30079	1826
30080	chr14	68508453	68509314	102	30081	862
30090	chr14	68667982	68668814	52	30091	833
30092	chr14	68674862	68675853	54	30093	992
30095	chr14	68691327	68691790	22	30096	464
30096	chr14	68731156	68731648	42	30097	493
30100	chr14	68765478	68766249	15	30101	772
30102	chr14	68775850	68776927	69	30103	1078
30103	chr14	68784504	68785356	44	30104	853
30105	chr14	68784556	68785735	77	30106	1180
30119	chr14	68901857	68903595	21	30120	1739
30121	chr14	68910495	68910826	43	30122	332
30126	chr14	69013912	69014530	91	30127	619
30141	chr14	69290885	69292046	26	30142	1162
30177	chr14	69908436	69908792	26	30178	357
30181	chr14	69927702	69928671	19	30182	970
30201	chr14	70699658	70700675	29	30202	1018
30233	chr14	71938613	71939517	21	30234	905
30235	chr14	71938614	71939517	34	30236	904
30253	chr14	72673330	72675304	20	30254	1975
30276	chr14	72958612	72960063	29	30277	1452
30277	chr14	72970935	72971773	34	30278	839
30290	chr14	73243019	73243624	73	30291	606
30293	chr14	73259801	73260478	38	30294	678
30326	chr14	74237092	74238170	25	30327	1079
30336	chr14	74295951	74297383	29	30337	1433
30340	chr14	74373789	74374419	126	30341	631
30344	chr14	74427005	74429358	43	30345	2354
30347	chr14	74459091	74460523	16	30348	1433
30354	chr14	74503414	74506130	31	30355	2717
30355	chr14	74527029	74527685	26	30356	657
30378	chr14	74862819	74864067	14	30379	1249
30389	chr14	74962298	74963427	15	30390	1130
30421	chr14	75400052	75400722	71	30422	671
30423	chr14	75438908	75440747	24	30424	1840
30431	chr14	75557145	75557909	15	30432	765
30461	chr14	76325797	76327077	51	30462	1281
30466	chr14	76346602	76348197	28	30467	1596
30476	chr14	76481932	76484087	17	30477	2156
30479	chr14	76526564	76527616	31	30480	1053
30487	chr14	76640697	76641611	39	30488	915
30489	chr14	76717232	76717963	27	30490	732
30496	chr14	76883329	76884988	27	30497	1660
30499	chr14	76901336	76902029	79	30500	694
30502	chr14	76904439	76904647	17	30503	209
30513	chr14	76994975	76996496	21	30514	1522
30550	chr14	77866557	77867172	69	30551	616
30571	chr14	78182540	78183384	18	30572	845
30595	chr14	81247168	81247477	12	30596	310
30598	chr14	81303062	81305415	9	30599	2354
30617	chr14	82011541	82012154	15	30618	614
30654	chr14	87649659	87650832	61	30655	1174
30659	chr14	87804405	87807146	10	30660	2742
30675	chr14	88359328	88362296	19	30676	2969
30684	chr14	89056402	89057086	17	30685	685
30685	chr14	89107343	89108508	64	30686	1166
30698	chr14	89397766	89399049	40	30699	1284
30711	chr14	89663943	89664428	16	30712	486
30727	chr14	90441046	90443778	17	30728	2733
30749	chr14	90595672	90596069	12	30750	398
30750	chr14	90600072	90600924	40	30751	853
30752	chr14	90610494	90612986	19	30753	2493
30754	chr14	90645385	90646123	53	30755	739
30769	chr14	90824568	90825912	20	30770	1345
30770	chr14	90825221	90825894	12	30771	674
30775	chr14	91149128	91150098	12	30776	971
30794	chr14	91249824	91250755	20	30795	932
30811	chr14	91377102	91377691	16	30812	590
30814	chr14	91404047	91404580	17	30815	534
30816	chr14	91868148	91868637	12	30817	490
30848	chr14	92630859	92631180	12	30849	322
30851	chr14	92636917	92637533	19	30852	617
30864	chr14	92739974	92741598	24	30865	1625
30880	chr14	94522439	94523698	87	30881	1260
30882	chr14	94540897	94541737	12	30883	841
30896	chr14	94818317	94819406	14	30897	1090
30903	chr14	94905564	94906113	13	30904	550
30904	chr14	94914511	94915537	46	30905	1027
30905	chr14	94914738	94915143	12	30906	406
30912	chr14	95063770	95064656	229	30913	887
30921	chr14	95258134	95258973	17	30922	840
30932	chr14	95358484	95360861	22	30933	2378
30953	chr14	95508640	95510270	20	30954	1631
30966	chr14	95614003	95614472	14	30967	470
30972	chr14	95642359	95644585	37	30973	2227
30979	chr14	95758437	95760278	28	30980	1842
30988	chr14	96055699	96057042	93	30989	1344
31013	chr14	96412805	96414692	17	31014	1888
31020	chr14	96584426	96585147	42	31021	722
31022	chr14	96608412	96609199	247	31023	788
31047	chr14	97097709	97098438	30	31048	730
31057	chr14	97359151	97359732	36	31058	582
31059	chr14	97459186	97459718	14	31060	533
31065	chr14	97543560	97546776	26	31066	3217
31069	chr14	97659050	97659572	32	31070	523
31089	chr14	98737054	98741275	26	31090	4222
31093	chr14	98835169	98836279	18	31094	1111
31119	chr14	99063870	99065025	26	31120	1156
31128	chr14	99189047	99190386	64	31129	1340
31131	chr14	99212836	99213093	48	31132	258
31133	chr14	99285556	99286335	24	31134	780
31134	chr14	99289907	99290362	50	31135	456
31135	chr14	99333755	99334590	24	31136	836
31143	chr14	99520822	99521207	23	31144	386
31144	chr14	99522641	99526952	23	31145	4312
31149	chr14	99543335	99546823	16	31150	3489
31151	chr14	99559525	99560898	43	31152	1374
31160	chr14	99630281	99630926	30	31161	646
31162	chr14	99637729	99638918	34	31163	1190
31177	chr14	99800704	99801911	77	31178	1208
31187	chr14	100119781	100120174	134	31188	394
31188	chr14	100120021	100120920	16	31189	900
31189	chr14	100137743	100138399	26	31190	657
31191	chr14	100146623	100148807	45	31192	2185
31201	chr14	100281530	100283335	94	31202	1806
31203	chr14	100281531	100283335	102	31204	1805
31209	chr14	100346707	100350130	18	31210	3424
31215	chr14	100382039	100382797	22	31216	759
31217	chr14	100382124	100383607	64	31218	1484
31222	chr14	100427606	100428641	30	31223	1036
31229	chr14	100466985	100467714	54	31230	730
31236	chr14	100570437	100571233	48	31237	797
31245	chr14	100604808	100605342	33	31246	535
31247	chr14	100661912	100662920	22	31248	1009
31253	chr14	100691081	100692017	77	31254	937
31266	chr14	100808137	100808639	45	31267	503
31274	chr14	101024561	101025475	207	31275	915
31276	chr14	101060104	101060727	169	31277	624
31277	chr14	101060582	101061310	20	31278	729
31280	chr14	101061155	101062070	47	31281	916
31282	chr14	101123099	101125305	13	31283	2207
31291	chr14	101333354	101334580	25	31292	1227
31301	chr14	101476773	101477310	12	31302	538
31303	chr14	101513222	101513966	64	31304	745
31332	chr14	101902451	101903566	11	31333	1116
31339	chr14	101968481	101968807	10	31340	327
31359	chr14	102214230	102219368	34	31360	5139
31370	chr14	102336093	102338223	16	31371	2131
31371	chr14	102341947	102344121	136	31372	2175
31383	chr14	102537627	102538152	21	31384	526
31399	chr14	102763072	102764368	50	31400	1297
31402	chr14	102765172	102767954	12	31403	2783
31406	chr14	102769350	102770104	27	31407	755
31407	chr14	102784276	102785353	15	31408	1078
31410	chr14	102825052	102825918	68	31411	867
31415	chr14	102867363	102868499	16	31416	1137
31420	chr14	102917746	102918112	30	31421	367
31421	chr14	102917804	102918177	83	31422	374
31428	chr14	102949427	102950189	70	31429	763
31436	chr14	102977306	102978991	12	31437	1686
31448	chr14	103080609	103082365	25	31449	1757
31452	chr14	103081165	103082340	21	31453	1176
31457	chr14	103106377	103106854	41	31458	478
31460	chr14	103133657	103134028	27	31461	372
31461	chr14	103157874	103158899	55	31462	1026
31474	chr14	103315504	103315876	18	31475	373
31481	chr14	103379373	103380752	68	31482	1380
31490	chr14	103551726	103552379	44	31491	654
31492	chr14	103582307	103582685	28	31493	379
31495	chr14	103591370	103592076	15	31496	707
31504	chr14	103607446	103608029	46	31505	584
31519	chr14	103900355	103900720	14	31520	366
31532	chr14	104140761	104141847	47	31533	1087
31548	chr14	104223960	104224788	16	31549	829
31551	chr14	104269592	104269898	218	31552	307
31554	chr14	104290199	104292045	23	31555	1847
31560	chr14	104304530	104305403	49	31561	874
31563	chr14	104344081	104345031	94	31564	951
31577	chr14	104668520	104668879	26	31578	360
31578	chr14	104673813	104674461	82	31579	649
31603	chr14	104809293	104810477	48	31604	1185
31606	chr14	104810975	104812812	40	31607	1838
31608	chr14	104819047	104819755	29	31609	709
31632	chr14	104956003	104956829	40	31633	827
31638	chr14	104979515	104980577	9	31639	1063
31651	chr14	105146882	105147226	46	31652	345
31662	chr14	105325866	105326644	64	31663	779
31664	chr14	105355547	105357086	20	31665	1540
31665	chr14	105377916	105378490	29	31666	575
31679	chr14	105396402	105397422	26	31680	1021
31680	chr14	105427405	105428536	10	31681	1132
31683	chr14	105452538	105453236	62	31684	699
31684	chr14	105453762	105454319	52	31685	558
31689	chr14	105494525	105494922	18	31690	398
31727	chr14	50082439	50086696	22	31728	4258
31729	chr14	50659024	50660139	10	31730	1116
31733	chr14	52013670	52022538	42	31734	8869
31746	chr14	64208120	64210424	18	31747	2305
31747	chr14	64650218	64651294	10	31748	1077
31749	chr14	64683612	64684308	15	31750	697
31753	chr14	64864189	64868831	21	31754	4643
31763	chr14	69810198	69812747	41	31764	2550
31774	chr14	72334992	72335745	11	31775	754
31777	chr14	74266073	74268721	16	31778	2649
31778	chr14	74464211	74466538	108	31779	2328
31782	chr14	74939327	74941127	19	31783	1801
31786	chr14	75316685	75318230	12	31787	1546
31802	chr14	81010912	81019108	15	31803	8197
31811	chr14	91438727	91440142	10	31812	1416
31820	chr14	97549797	97551129	15	31821	1333
31823	chr14	99139043	99139637	92	31824	595
31837	chr14	100891860	100893174	21	31838	1315
31841	chr14	102018728	102025176	25	31842	6449
31848	chr14	102825633	102826397	45	31849	765
31850	chr14	102971461	102973831	21	31851	2371
31858	chr14	104775269	104777412	24	31859	2144
31886	chr14	105512063	105512976	19	31887	914
31941	chr15	20356159	20357429	18	31942	1271
31947	chr15	22237802	22239129	24	31948	1328
31949	chr15	22239179	22239394	15	31950	216
31950	chr15	22241064	22241771	20	31951	708
31974	chr15	23752974	23753491	25	31975	518
31993	chr15	25209457	25213174	16	31994	3718
32001	chr15	25621137	25622256	10	32002	1120
32005	chr15	25641695	25643306	13	32006	1612
32008	chr15	25800563	25803380	14	32009	2818
32027	chr15	26260021	26260988	85	32028	968
32034	chr15	26551055	26551975	20	32035	921
32047	chr15	27551624	27552284	52	32048	661
32069	chr15	33134572	33136793	12	32070	2222
32071	chr15	33353635	33355632	30	32072	1998
32072	chr15	33357969	33358360	18	32073	392
32075	chr15	33660326	33660703	36	32076	378
32082	chr15	33721720	33722946	18	32083	1227
32099	chr15	34353936	34355971	92	32100	2036
32113	chr15	34752446	34753494	38	32114	1049
32121	chr15	35840170	35845476	18	32122	5307
32152	chr15	37744596	37745725	31	32153	1130
32166	chr15	38696254	38697144	25	32167	891
32175	chr15	38818150	38820109	14	32176	1960
32199	chr15	39801143	39801691	42	32200	549
32232	chr15	40233979	40235980	33	32233	2002
32234	chr15	40244938	40247324	12	32235	2387
32236	chr15	40255870	40256417	16	32237	548
32238	chr15	40257815	40258578	30	32239	764
32239	chr15	40258229	40258975	28	32240	747
32256	chr15	40338597	40339401	35	32257	805
32266	chr15	40412226	40413341	40	32267	1116
32270	chr15	40415197	40416088	30	32271	892
32272	chr15	40415202	40416088	10	32273	887
32276	chr15	40427807	40428377	27	32277	571
32278	chr15	40446108	40446524	68	32279	417
32281	chr15	40454296	40454874	9	32282	579
32292	chr15	40534557	40534946	11	32293	390
