PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/EJM/ecc_pipe_result/cresil_result.analysis.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6.24-2	chr3	65970762	65971727	+	4384	NA	intron (NM_001365904, intron 1 of 24)	intron (NM_001365904, intron 1 of 24)	-16686	NR_145422	151877	Hs.476636	NR_145422	ENSG00000272610	MAGI1-IT1	-	MAGI1 intronic transcript 1	ncRNA
13.7-2	chr6	71662810	71663246	+	4383	NA	Intergenic	THE1B|LTR|ERVL-MaLR	-223675	NM_001350412	22999	Hs.485729	NM_014989	ENSG00000079841	RIMS1	CORD7|RAB3IP2|RIM|RIM1	regulating synaptic membrane exocytosis 1	protein-coding
16.83	chr9	888960	890582	+	4382	NA	intron (NM_001363767, intron 2 of 4)	intron (NM_001363767, intron 2 of 4)	46482	NM_001363767	1761	Hs.98586	NM_021951	ENSG00000137090	DMRT1	CT154|DMT1	doublesex and mab-3 related transcription factor 1	protein-coding
21.25	chr8	26695607	26695811	+	4381	NA	Intergenic	ERVL-E-int|LTR|ERVL	117304	NM_001244604	1808	Hs.593187	NM_001386	ENSG00000092964	DPYSL2	CRMP-2|CRMP2|DHPRP2|DRP-2|DRP2|N2A3|ULIP-2|ULIP2	dihydropyrimidinase like 2	protein-coding
5.29-5	chr4	165208910	165209205	+	4380	NA	promoter-TSS (NM_001161521)	promoter-TSS (NM_001161521)	-962	NM_001161521	11275	Hs.388668	NM_007246	ENSG00000109466	KLHL2	ABP-KELCH|MAV|MAYVEN	kelch like family member 2	protein-coding
7.96-3	chr3	138899356	138899752	+	4379	NA	Intergenic	L2a|LINE|L2	44466	NR_121649	103344930	Hs.195033	NR_121649	ENSG00000244578	LINC01391	-	long intergenic non-protein coding RNA 1391	ncRNA
11.91-5	chr18	11914547	11914887	+	4378	NA	Intergenic	AluSx|SINE|Alu	-6400	NM_001242904	65258	Hs.712666	NM_023075	ENSG00000154889	MPPE1	PGAP5	metallophosphoesterase 1	protein-coding
5.08-5	chr4	14417690	14418198	+	4377	NA	Intergenic	Intergenic	305976	NR_033931	152742	Hs.135435	NR_033931	ENSG00000248698	LINC01085	-	long intergenic non-protein coding RNA 1085	ncRNA
5.83-4	chr15	41747393	41747728	+	4376	NA	intron (NM_001164273, intron 15 of 23)	AluJo|SINE|Alu	-26924	NR_049761	23005	Hs.513661	NM_014994	ENSG00000137802	MAPKBP1	JNKBP-1|JNKBP1|NPHP20	mitogen-activated protein kinase binding protein 1	protein-coding
6.91-6	chr9	127317475	127319496	+	4375	NA	intron (NR_104591, intron 5 of 26)	intron (NR_104591, intron 5 of 26)	53711	NM_032293	84253	Hs.29304	NM_032293	ENSG00000136895	GARNL3	bA356B19.1	GTPase activating Rap/RanGAP domain like 3	protein-coding
9.75-3	chr2	44867973	44868239	+	4374	NA	Intergenic	MLT1L-int|LTR|ERVL-MaLR	70782	NR_147194	107985879	Hs.436392	NR_147194	ENSG00000259439	LINC01833	K21.1|RP11-89	long intergenic non-protein coding RNA 1833	ncRNA
14.3-2	chr13	109851651	109852046	+	4373	NA	Intergenic	Intergenic	-65265	NM_003749	8660	Hs.442344	NM_003749	ENSG00000185950	IRS2	IRS-2	insulin receptor substrate 2	protein-coding
10.48-2	chr17	47832787	47833069	+	4372	NA	intron (NM_033413, intron 2 of 7)	intron (NM_033413, intron 2 of 7)	1258	NM_033413	90506	Hs.130767	NM_033413	ENSG00000141294	LRRC46	-	leucine rich repeat containing 46	protein-coding
4.22	chr11	111066374	111068262	+	4371	NA	Intergenic	L1MA9|LINE|L1	30000	NR_149131	105369490		NR_149131	ENSG00000271584	LINC02550	-	long intergenic non-protein coding RNA 2550	ncRNA
11.96-5	chr14	68268078	68268354	+	4370	NA	intron (NM_133509, intron 7 of 10)	intron (NM_133509, intron 7 of 10)	360571	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
31.67	chr7	66494266	66495029	+	4369	NA	intron (NR_134570, intron 1 of 1)	AluJb|SINE|Alu	956	NR_134572	100289098	Hs.662276	NR_134570	ENSG00000237310	GS1-124K5.4	-	uncharacterized LOC100289098	ncRNA
8.02-5	chr7	115493884	115494219	+	4368	NA	Intergenic	Intergenic	87390	NR_145801	109623459		NR_145801	ENSG00000202377	SNORA25B	-	small nucleolar RNA, H/ACA box 25B	snoRNA
8.92-3	chr3	15362317	15362676	+	4367	NA	Intergenic	AluSx1|SINE|Alu	-21116	NM_001018009	9467	Hs.257761	NM_004844	ENSG00000131370	SH3BP5	SAB|SH3BP-5	SH3 domain binding protein 5	protein-coding
12.2-3	chr8	81301720	81301982	+	4366	NA	Intergenic	Intergenic	21315	NM_001444	2171	Hs.408061	NM_001444	ENSG00000164687	FABP5	E-FABP|EFABP|KFABP|PA-FABP|PAFABP	fatty acid binding protein 5	protein-coding
7.26-2	chr1	54151027	54158851	+	4365	NA	Intergenic	LTR16C|LTR|ERVL	-1758	NM_201546	200008		NM_201546	ENSG00000157211	CDCP2	-	CUB domain containing protein 2	protein-coding
8.52-3	chr7	55858864	55859159	+	4364	NA	intron (NM_207366, intron 2 of 9)	AluSq2|SINE|Alu	3741	NM_207366	346288	Hs.453629	NM_207366	ENSG00000154997	SEPTIN14	SEPT14	septin 14	protein-coding
6.02-3	chr17	82734621	82734962	+	4363	NA	promoter-TSS (NM_022158)	promoter-TSS (NM_022158)	-824	NM_022158	64122	Hs.151135	NM_022158	ENSG00000167363	FN3K	-	fructosamine 3 kinase	protein-coding
5.24-6	chr16	17473838	17474068	+	4362	NA	Intergenic	Intergenic	-2993	NM_022166	64131	Hs.22907	NM_022166	ENSG00000103489	XYLT1	DBQD2|PXYLT1|XT-I|XT1|XTI|XYLTI|xylT-I	xylosyltransferase 1	protein-coding
10.85-2	chr10	78670468	78670804	+	4361	NA	Intergenic	L1PA7|LINE|L1	396812	NR_024431	283050	Hs.309176	NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
10.01-4	chr19	2585216	2585987	+	4360	NA	intron (NM_052847, intron 2 of 4)	intron (NM_052847, intron 2 of 4)	-45114	NR_107004	102465838		NR_107004	ENSG00000277904	MIR7850	hsa-mir-7850	microRNA 7850	ncRNA
6.8-6	chr5	34635887	34636094	+	4359	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	-20338	NM_001145522	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
8.23-5	chr11	11959570	11960108	+	4358	NA	TTS (NM_017944)	TTS (NM_017944)	48800	NM_001018057	27122	Hs.292156	NM_013253	ENSG00000050165	DKK3	REIC|RIG	dickkopf WNT signaling pathway inhibitor 3	protein-coding
7.98-2	chr16	13180034	13180766	+	4357	NA	intron (NM_001145204, intron 2 of 4)	MLT1M|LTR|ERVL-MaLR	278802	NM_001145204	729993	Hs.130661	NM_001145204	ENSG00000237515	SHISA9	CKAMP44	shisa family member 9	protein-coding
8.01-3	chr12	69872487	69873076	+	4356	NA	intron (NM_182530, intron 2 of 24)	AluSg|SINE|Alu	47554	NM_182530	196446	Hs.253773	NM_182530	ENSG00000166268	MYRFL	C12orf15|C12orf28|bcm1377	myelin regulatory factor like	protein-coding
7.57-5	chr8	33506954	33507704	+	4355	NA	intron (NM_001102401, intron 3 of 7)	intron (NM_001102401, intron 3 of 7)	5806	NM_001102401	80185	Hs.77135	NM_025115	ENSG00000129696	TTI2	C8orf41|MRT39	TELO2 interacting protein 2	protein-coding
19.32	chr9	28266516	28266968	+	4354	NA	intron (NM_152570, intron 5 of 6)	intron (NM_152570, intron 5 of 6)	452563	NM_152570	158038	Hs.444665	NM_152570	ENSG00000174482	LINGO2	LERN3|LRRN6C	leucine rich repeat and Ig domain containing 2	protein-coding
4.95-3	chr13	28674953	28675352	+	4353	NA	intron (NM_015932, intron 5 of 5)	AluSx1|SINE|Alu	16022	NM_015932	51371	Hs.268742	NM_015932	ENSG00000132963	POMP	C13orf12|HSPC014|PNAS-110|PRAAS2|UMP1	proteasome maturation protein	protein-coding
5.89-12	chr10	29765987	29766546	+	4352	NA	Intergenic	MIR|SINE|MIR	-29330	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
10.02-4	chr16	3105059	3105623	+	4351	NA	Intergenic	AluJb|SINE|Alu	-6047	NM_001282415	84891	Hs.334515	NM_032805	ENSG00000130182	ZSCAN10	ZFP206|ZNF206	zinc finger and SCAN domain containing 10	protein-coding
6.55-4	chr2	69669329	69670449	+	4350	NA	intron (NM_001320698, intron 2 of 14)	BLACKJACK|DNA|hAT-Blackjack	26081	NM_001320698	307	Hs.422986	NM_001153	ENSG00000196975	ANXA4	ANX4|HEL-S-274|P32.5|PAP-II|PIG28|PP4-X|ZAP36	annexin A4	protein-coding
5.62-2	chr1	107397597	107398338	+	4349	NA	intron (NM_001113226, intron 3 of 6)	(AC)n|Simple_repeat|Simple_repeat	249898	NM_001113226	22854	Hs.133046	NM_014917	ENSG00000162631	NTNG1	Lmnt1	netrin G1	protein-coding
5.08-4	chr8	140581152	140581657	+	4348	NA	intron (NM_001164623, intron 2 of 17)	AluSz6|SINE|Alu	54229	NM_012154	27161	Hs.660189	NM_012154	ENSG00000123908	AGO2	CASC7|EIF2C2|LINC00980|PPD|Q10	argonaute RISC catalytic component 2	protein-coding
5.83-3	chr14	99826873	99827236	+	4347	NA	intron (NM_004434, intron 1 of 21)	intron (NM_004434, intron 1 of 21)	33641	NM_001008707	2009	Hs.12451	NM_004434	ENSG00000066629	EML1	BH|ELP79|EMAP|EMAPL|HuEMAP	EMAP like 1	protein-coding
15.23-4	chr21	28202837	28203181	+	4346	NA	intron (NR_126012, intron 3 of 5)	L1MA1|LINE|L1	25658	NR_126012	101927973	Hs.570414	NR_126012	ENSG00000236532	LINC01695	-	long intergenic non-protein coding RNA 1695	ncRNA
21.93	chr15	79702761	79703346	+	4345	NA	Intergenic	MamRep605|LTR?|LTR?	193944	NR_037654	10588	Hs.194294	NM_006441	ENSG00000136371	MTHFS	HsT19268|NEDMEHM	methenyltetrahydrofolate synthetase	protein-coding
6.92-5	chr9	111262277	111263019	+	4344	NA	Intergenic	Intergenic	8566	NR_106989	102465800		NR_106989	ENSG00000274263	MIR7702	hsa-mir-7702	microRNA 7702	ncRNA
11.37	chr9	85874437	85875671	+	4343	NA	Intergenic	AluSq2|SINE|Alu	-66088	NM_001321881	60560	Hs.436098	NM_021929	ENSG00000135040	NAA35	EGAP|MAK10|MAK10P|bA379P1.1	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	protein-coding
6.86-4	chr14	85409409	85409762	+	4342	NA	intron (NR_102737, intron 2 of 2)	intron (NR_102737, intron 2 of 2)	15670	NR_102738	100996280	Hs.135735	NR_102737	ENSG00000259107	LINC00911	-	long intergenic non-protein coding RNA 911	ncRNA
7.88-5	chr15	92023784	92024279	+	4341	NA	intron (NR_135775, intron 2 of 10)	intron (NR_135775, intron 2 of 10)	169727	NR_135775	28232	Hs.311187	NM_013272	ENSG00000176463	SLCO3A1	OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11	solute carrier organic anion transporter family member 3A1	protein-coding
5.93-8	chr2	147584083	147584433	+	4340	NA	Intergenic	L1PA7|LINE|L1	-260259	NM_001278580	92	Hs.470174	NM_001616	ENSG00000121989	ACVR2A	ACTRII|ACVR2	activin A receptor type 2A	protein-coding
5.89-11	chr5	158191880	158192191	+	4339	NA	Intergenic	HAL1M8|LINE|L1	217738	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
9.75-2	chr12	109367923	109368315	+	4338	NA	Intergenic	Intergenic	-8631	NR_120462	101928138	Hs.143843	NR_120462	ENSG00000256560	LINC01486	-	long intergenic non-protein coding RNA 1486	ncRNA
7.66-3	chr3	121329822	121330218	+	4337	NA	intron (NM_001348343, intron 21 of 27)	intron (NM_001348343, intron 21 of 27)	215968	NM_199420	10721	Hs.241517	NM_199420	ENSG00000051341	POLQ	PRO0327	DNA polymerase theta	protein-coding
13.81-4	chrX	74573439	74573793	+	4336	NA	Intergenic	AluJr|SINE|Alu	41008	NM_016120	51132	Hs.653288	NM_016120	ENSG00000131263	RLIM	MRX61|NY-REN-43|RNF12|TOKAS	ring finger protein, LIM domain interacting	protein-coding
5.13-3	chr22	33570401	33571782	+	4335	NA	intron (NM_133642, intron 5 of 14)	intron (NM_133642, intron 5 of 14)	133829	NR_145833	109616998		NR_145833	ENSG00000253007	SNORA50B	-	small nucleolar RNA, H/ACA box 50B	snoRNA
16.55-3	chr18	48119031	48119384	+	4334	NA	intron (NM_001371291, intron 4 of 6)	intron (NM_001371291, intron 4 of 6)	17941	NM_001039360	201501	Hs.515388	NM_001039360	ENSG00000184828	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C	zinc finger and BTB domain containing 7C	protein-coding
6.86-3	chr7	8931744	8932321	+	4333	NA	Intergenic	Intergenic	498423	NM_152745	30010	Hs.487564	NM_152745	ENSG00000122584	NXPH1	NPH1|Nbla00697	neurexophilin 1	protein-coding
5.29-4	chr8	63233764	63234090	+	4332	NA	Intergenic	THE1B|LTR|ERVL-MaLR	64924	NM_001277814	253943	Hs.491861	NM_152758	ENSG00000185728	YTHDF3	-	YTH N6-methyladenosine RNA binding protein 3	protein-coding
16.51	chr6	150431547	150431835	+	4331	NA	Intergenic	MIR3|SINE|MIR	62679	NM_001164694	389434	Hs.310225	NM_203395	ENSG00000009765	IYD	C6orf71|DEHAL1|IYD-1|TDH4	iodotyrosine deiodinase	protein-coding
16.43-4	chr11	91742923	91743266	+	4330	NA	Intergenic	Intergenic	-481940	NM_001367949	120114	Hs.98523	NM_001008781	ENSG00000165323	FAT3	CDHF15|CDHR10|hFat3	FAT atypical cadherin 3	protein-coding
4.99-5	chr5	106832640	106833216	+	4329	NA	intron (NR_104671, intron 2 of 3)	intron (NR_104671, intron 2 of 3)	178086	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
11.94-2	chr17	48219936	48220139	+	4328	NA	intron (NM_001075099, intron 4 of 12)	L1ME3A|LINE|L1	-63526	NR_031607	100302211		NR_031607	ENSG00000221739	MIR1203	MIRN1203|hsa-mir-1203	microRNA 1203	ncRNA
7.56-3	chr1	17494998	17496056	+	4327	NA	Intergenic	AluSx1|SINE|Alu	-44171	NR_137288	55160	Hs.443460	NM_018125	ENSG00000074964	ARHGEF10L	GrinchGEF	Rho guanine nucleotide exchange factor 10 like	protein-coding
11.79-2	chr1	64198351	64199054	+	4326	NA	Intergenic	L2b|LINE|L2	-4921	NM_001366234	148581	Hs.388746	NM_152489	ENSG00000177414	UBE2U	-	ubiquitin conjugating enzyme E2 U	protein-coding
12.93-2	chr1	246668303	246668696	+	4325	NA	TTS (NM_152609)	TTS (NM_152609)	-55910	NM_016002	51097	Hs.498397	NM_016002	ENSG00000143653	SCCPDH	CGI-49|NET11	saccharopine dehydrogenase (putative)	protein-coding
8.45-4	chr7	130087771	130088604	+	4324	NA	intron (NM_014997, intron 1 of 9)	intron (NM_014997, intron 1 of 9)	17653	NM_014997	23008	Hs.520710	NM_014997	ENSG00000128607	KLHDC10	slim	kelch domain containing 10	protein-coding
6.42-2	chr13	39856894	39857204	+	4323	NA	Intergenic	Intergenic	-192914	NR_036190	100422940		NR_036190	ENSG00000264171	MIR4305	-	microRNA 4305	ncRNA
10.52-2	chr19	4125675	4128688	+	4322	NA	Intergenic	AluJb|SINE|Alu	-3052	NM_030662	5605	Hs.465627	NM_030662	ENSG00000126934	MAP2K2	CFC4|MAPKK2|MEK2|MKK2|PRKMK2	mitogen-activated protein kinase kinase 2	protein-coding
9.92-4	chr2	157992354	157992738	+	4321	NA	Intergenic	Intergenic	-2633	NM_001135098	151531	Hs.128427	NM_173355	ENSG00000007001	UPP2	UDRPASE2|UP2|UPASE2	uridine phosphorylase 2	protein-coding
10.99-2	chr1	177958506	177958896	+	4320	NA	intron (NR_151492, intron 18 of 22)	intron (NR_151492, intron 18 of 22)	11221	NM_033127	89866	Hs.149540	NM_033127	ENSG00000120341	SEC16B	LZTR2|PGPR-p117|RGPR|RGPR-p117|SEC16S	SEC16 homolog B, endoplasmic reticulum export factor	protein-coding
4.67-2	chr17	61530443	61533025	+	4319	NA	Intergenic	L1ME3E|LINE|L1	59485	NM_199290	342538	Hs.591178	NM_199290	ENSG00000253506	NACA2	ANAC|NACAL	nascent polypeptide associated complex subunit alpha 2	protein-coding
28.59	chr5	665223	665571	+	4318	NA	intron (NM_007030, intron 3 of 3)	intron (NM_007030, intron 3 of 3)	27955	NM_007030	11076	Hs.481466	NM_007030	ENSG00000171368	TPPP	TPPP/p25|TPPP1|p24|p25|p25alpha	tubulin polymerization promoting protein	protein-coding
9.82-2	chr10	24437229	24437610	+	4317	NA	intron (NM_019590, intron 4 of 20)	intron (NM_019590, intron 4 of 20)	-11995	NM_001321681	56243	Hs.445885	NM_019590	ENSG00000120549	KIAA1217	ETL4|SKT	KIAA1217	protein-coding
6.42	chr1	98808364	98809669	+	4316	NA	Intergenic	THE1C-int|LTR|ERVL-MaLR	147295	NR_033716	51375	Hs.197015	NM_015976	ENSG00000162627	SNX7	-	sorting nexin 7	protein-coding
8.06-3	chr2	202074408	202075417	+	4315	NA	exon (NM_001367720, exon 2 of 24)	exon (NM_001367720, exon 2 of 24)	1657	NM_001367720	100652824	Hs.686898	NM_001080445	ENSG00000182329	KIAA2012	-	KIAA2012	protein-coding
5.93-7	chr6	162400284	162400600	+	4314	NA	intron (NM_004562, intron 2 of 11)	L1M7|LINE|L1	-326690	NM_152410	135138	Hs.25791	NM_152410	ENSG00000112530	PACRG	GLUP|HAK005771|PACRG2.1|PARK2CRG	parkin coregulated	protein-coding
6.95-5	chr7	25931988	25932704	+	4313	NA	Intergenic	Intergenic	17640	NR_029597	406940		NR_029597	ENSG00000199085	MIR148A	MIRN148|MIRN148A|hsa-mir-148|mir-148a	microRNA 148a	ncRNA
7.0-5	chr5	54255703	54256060	+	4312	NA	intron (NM_019087, intron 1 of 4)	L1PB|LINE|L1	54692	NM_019087	54622	Hs.659125	NM_019087	ENSG00000185305	ARL15	ARFRP2	ADP ribosylation factor like GTPase 15	protein-coding
24.56	chr2	84925875	84926116	+	4311	NA	Intergenic	MER91C|DNA|hAT-Tip100	20339	NM_021103	9168	Hs.446574	NM_021103	ENSG00000034510	TMSB10	MIG12|TB10	thymosin beta 10	protein-coding
15.82	chr2	11055799	11056188	+	4310	NA	Intergenic	Intergenic	76183	NR_040080	285150	Hs.329841	NM_182586	ENSG00000145063	FLJ33534	-	uncharacterized LOC285150	ncRNA
5.93-6	chrY	6954614	6954837	+	4309	NA	intron (NM_134258, intron 2 of 17)	L1P1|LINE|L1	44028	NM_033284	90665	Hs.664560	NM_033284	ENSG00000092377	TBL1Y	DFNY2|TBL1	transducin beta like 1 Y-linked	protein-coding
14.71	chr6	129435605	129435960	+	4308	NA	intron (NM_000426, intron 41 of 64)	intron (NM_000426, intron 41 of 64)	274395	NM_033515	93663	Hs.486458	NM_033515	ENSG00000146376	ARHGAP18	MacGAP|SENEX|bA307O14.2	Rho GTPase activating protein 18	protein-coding
5.32-4	chr6	110720394	110720701	+	4307	NA	intron (NM_001300963, intron 3 of 13)	Charlie24|DNA|hAT-Charlie	-94074	NM_001287215	262	Hs.159118	NM_001634	ENSG00000123505	AMD1	ADOMETDC|AMD|SAMDC	adenosylmethionine decarboxylase 1	protein-coding
4.97-3	chr10	114899544	114899762	+	4306	NA	3' UTR (NM_001135051, exon 17 of 17)	3' UTR (NM_001135051, exon 17 of 17)	-38542	NM_139169	142940	Hs.21187	NM_139169	ENSG00000165832	TRUB1	PUS4	TruB pseudouridine synthase family member 1	protein-coding
8.02-4	chr13	44664990	44665318	+	4305	NA	intron (NR_149082, intron 3 of 3)	AluSx1|SINE|Alu	24785	NR_149082	106144541	Hs.578031	NR_149082		LINC00407	-	long intergenic non-protein coding RNA 407	ncRNA
6.11	chr8	84256954	84257659	+	4304	NA	intron (NM_001354320, intron 2 of 9)	intron (NM_001354320, intron 2 of 9)	72640	NM_001100391	138046	Hs.121663	NM_173848	ENSG00000184672	RALYL	HNRPCL3	RALY RNA binding protein like	protein-coding
12.5-3	chr2	218030299	218030649	+	4303	NA	Intergenic	L2b|LINE|L2	-4460	NR_034176	285180	Hs.570069	NM_198483	ENSG00000188282	RUFY4	ZFYVE31	RUN and FYVE domain containing 4	protein-coding
7.95-4	chr6	10307988	10308829	+	4302	NA	Intergenic	AluSz|SINE|Alu	-96094	NR_145448	109729173		NR_145448	ENSG00000285278	TFAP2A-AS2	HIPSTR	TFAP2A antisense RNA 2	ncRNA
6.95-4	chr17	63184920	63185284	+	4301	NA	intron (NM_025185, intron 4 of 25)	AluJb|SINE|Alu	218867	NM_025185	26115	Hs.410889	NM_015623	ENSG00000170921	TANC2	ROLSA|rols	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	protein-coding
5.87-5	chr18	69757849	69758234	+	4300	NA	intron (NM_152721, intron 7 of 7)	intron (NM_152721, intron 7 of 7)	189832	NM_001303618	10666	Hs.660130	NM_006566	ENSG00000150637	CD226	DNAM-1|DNAM1|PTA1|TLiSA1	CD226 molecule	protein-coding
10.05	chr7	72696667	72697192	+	4299	NA	promoter-TSS (NR_039793).2	promoter-TSS (NR_039793).2	-974	NR_039793	100616310		NR_039793	ENSG00000266525	MIR4650-1	-	microRNA 4650-1	ncRNA
8.52-2	chr21	36452251	36453250	+	4298	NA	Intergenic	Intergenic	13717	NM_012130	23562	Hs.660278	NM_012130	ENSG00000159261	CLDN14	DFNB29	claudin 14	protein-coding
5.95-8	chr6	31662937	31663282	+	4297	NA	intron (NM_001199237, intron 3 of 3)	intron (NM_001199237, intron 3 of 3)	1888	NM_033177	7918	Hs.247478	NM_033177	ENSG00000204438	GPANK1	ANKRD59|BAT4|D6S54E|G5|GPATCH10	G-patch domain and ankyrin repeats 1	protein-coding
11.33	chr12	53026388	53026746	+	4296	NA	intron (NM_001330654, intron 5 of 13)	L1M5|LINE|L1	20111	NM_001330654	1975	Hs.648394	NM_001417	ENSG00000063046	EIF4B	EIF-4B|PRO1843	eukaryotic translation initiation factor 4B	protein-coding
8.0-3	chr12	124350931	124351242	+	4295	NA	intron (NM_001077261, intron 28 of 47)	MIR|SINE|MIR	-13844	NR_106940	102466204		NR_106940	ENSG00000275967	MIR6880	hsa-mir-6880	microRNA 6880	ncRNA
7.97-9	chr20	54482511	54482994	+	4294	NA	intron (NM_018431, intron 1 of 7)	AluSx|SINE|Alu	7159	NM_177959	55816	Hs.473133	NM_018431	ENSG00000101134	DOK5	C20orf180|IRS-6|IRS6	docking protein 5	protein-coding
5.97-9	chr7	73844313	73844707	+	4293	NA	Intergenic	MER4A1|LTR|ERV1	-1994	NM_152559	155368	Hs.647042	NM_152559	ENSG00000165171	METTL27	WBSCR27	methyltransferase like 27	protein-coding
5.91-11	chr4	93916557	93916882	+	4292	NA	Intergenic	Intergenic	87966	NM_005172	474	Hs.532680	NM_005172	ENSG00000172238	ATOH1	ATH1|HATH1|MATH-1|bHLHa14	atonal bHLH transcription factor 1	protein-coding
9.8-6	chr7	65861987	65862693	+	4291	NA	Intergenic	AluY|SINE|Alu	-10734	NM_173517	154807	Hs.427232	NM_173517	ENSG00000196715	VKORC1L1	-	vitamin K epoxide reductase complex subunit 1 like 1	protein-coding
5.96-7	chr6	539031	539742	+	4290	NA	intron (NM_018303, intron 22 of 27)	intron (NM_018303, intron 22 of 27)	117578	NM_148959	135458	Hs.669039	NM_148959	ENSG00000188996	HUS1B	-	HUS1 checkpoint clamp component B	protein-coding
6.92-4	chr9	132565381	132566330	+	4289	NA	intron (NM_207417, intron 6 of 6)	intron (NM_207417, intron 6 of 6)	-16751	NM_020064	56751	Hs.283809	NM_020064	ENSG00000125492	BARHL1	-	BarH like homeobox 1	protein-coding
5.99-10	chrX	46564125	46564733	+	4288	NA	Intergenic	L1M5|LINE|L1	-9336	NM_019886	56548	Hs.129955	NM_019886	ENSG00000147119	CHST7	C6ST-2|GST-5	carbohydrate sulfotransferase 7	protein-coding
11.63-2	chr5	137406280	137406621	+	4287	NA	intron (NM_004598, intron 2 of 10)	intron (NM_004598, intron 2 of 10)	92876	NM_004598	6695	Hs.596136	NM_004598	ENSG00000152377	SPOCK1	SPOCK|TESTICAN|TIC1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein-coding
17.51-3	chr5	26218724	26219679	+	4286	NA	Intergenic	L1M1|LINE|L1	819385	NM_016279	1007	Hs.272212	NM_016279	ENSG00000113100	CDH9	-	cadherin 9	protein-coding
26.31	chr14	82004510	82005028	+	4285	NA	Intergenic	Intergenic	-261631	NR_146498	102724294		NR_146498	ENSG00000258718	LINC02311	-	long intergenic non-protein coding RNA 2311	ncRNA
8.77-4	chr19	10761899	10762692	+	4284	NA	intron (NM_001005362, intron 2 of 19)	AluSz|SINE|Alu	-17959	NR_039903	100616425		NR_039903	ENSG00000265879	MIR4748	mir-4748	microRNA 4748	ncRNA
9.09-4	chr3	110039951	110040384	+	4283	NA	Intergenic	L1PA11|LINE|L1	437339	NR_039647	100616129		NR_039647	ENSG00000265956	MIR4445	-	microRNA 4445	ncRNA
9.94	chr12	116719808	116720162	+	4282	NA	intron (NM_001353624, intron 1 of 2)	intron (NM_001353624, intron 1 of 2)	18084	NM_024738	79794	Hs.120170	NM_024738	ENSG00000111412	C12orf49	-	chromosome 12 open reading frame 49	protein-coding
11.69-4	chr18	8689761	8691563	+	4281	NA	Intergenic	MIR|SINE|MIR	16959	NR_120598	100287082	Hs.439434	NR_120598	ENSG00000265962	GACAT2	MTCL1-AS1|MTCL1AS1	gastric cancer associated transcript 2	ncRNA
5.18-2	chr22	40787842	40788042	+	4280	NA	intron (NR_104235, intron 5 of 10)	AluJo|SINE|Alu	26016	NR_039923	100616283		NR_039923	ENSG00000266594	MIR4766	mir-4766	microRNA 4766	ncRNA
7.59-4	chr8	37861281	37862579	+	4279	NA	3' UTR (NM_025151, exon 5 of 5)	3' UTR (NM_025151, exon 5 of 5)	-12069	NM_018310	55290	Hs.709301	NM_018310	ENSG00000104221	BRF2	BRFU|TFIIIB50	BRF2 RNA polymerase III transcription initiation factor subunit	protein-coding
8.9-4	chr17	4970371	4970752	+	4278	NA	promoter-TSS (NR_106924)	promoter-TSS (NR_106924)	-411	NR_106925	102465522		NR_106925	ENSG00000278517	MIR6865	hsa-mir-6865	microRNA 6865	ncRNA
10.34-2	chr5	112202724	112203003	+	4277	NA	intron (NM_001347887, intron 15 of 23)	intron (NM_001347887, intron 15 of 23)	-25420	NR_110559	101927023	Hs.571002	NR_110559	ENSG00000251076	LOC101927023	-	uncharacterized LOC101927023	ncRNA
12.11-3	chr11	122517676	122518203	+	4276	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	-95068	NR_137179	399959	Hs.44098	NR_024430	ENSG00000255248	MIR100HG	AGD1|linc-NeD125|lncRNA-N2	mir-100-let-7a-2-mir-125b-1 cluster host gene	ncRNA
