	id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status	eccID
1282	ec1283	chr2:168614334-168617029_-	2696	1	cyclic	6	47409	17.58	2699	Insertion	1283
1283	ec1284	chr7:80153691-80154811_-	1121	1	cyclic	3	11422	10.19	1122	Insertion	1284
1284	ec1285	chr8:90191503-90198761_-	7259	1	cyclic	53	100616	13.86	7255	Deletion	1285
1285	ec1286	chr5:145386972-145390591_-	3620	1	cyclic	54	118796	32.82	3615	Deletion	1286
1286	ec1287	chr7:47608345-47610929_-	2585	1	cyclic	13	23051	8.92	2585	No_indel	1287
1287	ec1288	chr9:65881797-65891338_-	9542	1	cyclic	112	287345	30.11	9552	Insertion	1288
1288	ec1289	chr4:52645402-52648785_-	3384	1	cyclic	12	19160	5.66	3388	Insertion	1289
1289	ec1290	chr7:82710607-82724059_-	13453	1	cyclic	18	97060	7.21	13468	Insertion	1290
1290	ec1291	chr4:78460826-78466445_-	5620	1	cyclic	41	153911	27.39	5627	Insertion	1291
1291	ec1292	chr6:115976616-115994452_-	17837	1	cyclic	78	343500	19.26	17846	Insertion	1292
1292	ec1293	chr3:66970772-66971143_-	372	1	cyclic	3	4890	13.15	372	No_indel	1293
1293	ec1294	chr9:13016975-13018160_-	1186	1	cyclic	3	6455	5.44	1186	No_indel	1294
1294	ec1295	chr2:65237061-65249857_-	12797	1	cyclic	39	184189	14.39	12810	Insertion	1295
1295	ec1296	chr19:35830124-35832023_-	1900	1	cyclic	18	22940	12.07	1901	Insertion	1296
1296	ec1297	chr6:96667530-96679000_-	11471	1	cyclic	89	219022	19.09	11404	Deletion	1297
1297	ec1298	chrX:135246925-135248655_-	1731	1	cyclic	17	26553	15.34	1732	Insertion	1298
1298	ec1299	chr1:87673085-87675992_-	2908	1	cyclic	6	13500	4.64	2915	Insertion	1299
1299	ec1300	chr7:81849625-81853147_-	3523	1	cyclic	162	523145	148.49	3529	Insertion	1300
1300	ec1301	chr7:36893476-36896457_-	2982	1	cyclic	43	113980	38.22	2933	Deletion	1301
1301	ec1302	chr11:7976118-7978208_-	2091	1	cyclic	5	7431	3.55	2096	Insertion	1302
1302	ec1303	chr9:22563715-22565010_+	1296	1	cyclic	4	29531	22.79	1297	Insertion	1303
1303	ec1304	chr6:12266137-12269210_-	3074	1	cyclic	7	15884	5.17	3074	No_indel	1304
1304	ec1305	chr5:109231164-109259077_-	27914	1	cyclic	66	157438	5.64	28024	Insertion	1305
1305	ec1306	chr1:181163516-181169560_-	6045	1	cyclic	148	566536	93.72	6050	Insertion	1306
1306	ec1307	chr7:32357728-32365342_-	7615	1	cyclic	43	97862	12.85	7621	Insertion	1307
1307	ec1308	chr13:116183672-116185060_-	1389	1	cyclic	22	39592	28.5	1389	No_indel	1308
1308	ec1309	chr16:10043263-10058510_-	15248	1	cyclic	108	343858	22.55	15256	Insertion	1309
1309	ec1310	chr11:84654994-84658102_-	3109	1	cyclic	17	31476	10.12	3110	Insertion	1310
1310	ec1311	chr3:101336241-101339396_-	3156	1	cyclic	33	96898	30.7	3157	Insertion	1311
1311	ec1312	chr4:75846194-75856947_-	10754	1	cyclic	23	48727	4.53	10779	Insertion	1312
1312	ec1313	chr7:55636402-55648105_-	11704	1	cyclic	36	112757	9.63	11711	Insertion	1313
1314	ec1315	chr8:78356999-78366551_-	9553	1	cyclic	142	379153	39.69	9561	Insertion	1315
1315	ec1316	chr13:57567407-57582427_-	15021	1	cyclic	96	406852	27.09	15017	Deletion	1316
1316	ec1317	chr7:118817357-118820309_-	2953	1	cyclic	5	13771	4.66	2962	Insertion	1317
1317	ec1318	chr1:160505202-160508231_-	3030	1	cyclic	9	24969	8.24	3030	No_indel	1318
1318	ec1319	chr15:91076865-91078045_-	1181	1	cyclic	3	7518	6.37	1182	Insertion	1319
1319	ec1320	chr8:110084850-110087104_-	2255	1	cyclic	22	38713	17.17	2255	No_indel	1320
1320	ec1321	chrX:85823193-85837868_-	14676	1	cyclic	32	130305	8.88	14696	Insertion	1321
1321	ec1322	chr19:58165579-58167710_-	2132	1	cyclic	16	44622	20.93	2133	Insertion	1322
1322	ec1323	chr3:22192491-22196653_-	4163	1	cyclic	75	176294	42.35	4163	No_indel	1323
1323	ec1324	chr4:57380449-57383202_-	2754	1	cyclic	48	147813	53.67	2756	Insertion	1324
1324	ec1325	chr8:106161534-106175225_-	13692	1	cyclic	190	671128	49.02	13718	Insertion	1325
1325	ec1326	chr8:80141981-80149019_-	7039	1	cyclic	33	94587	13.44	7043	Insertion	1326
1326	ec1327	chr13:98911100-98915701_-	4602	1	cyclic	42	162177	35.24	4605	Insertion	1327
1327	ec1328	chr8:111707563-111719090_-	11528	1	cyclic	20	61514	5.34	11646	Insertion	1328
1328	ec1329	chr5:125141551-125153596_-	12046	1	cyclic	158	691437	57.4	12071	Insertion	1329
1329	ec1330	chr7:119546134-119548145_-	2012	1	cyclic	49	90300	44.88	2013	Insertion	1330
1330	ec1331	chr6:49113736-49118015_-	4280	1	cyclic	27	67778	15.84	4285	Insertion	1331
1331	ec1332	chr13:34022248-34033211_-	10964	1	cyclic	79	206937	18.87	10971	Insertion	1332
1332	ec1333	chr1:42530281-42534199_-	3919	1	cyclic	48	133071	33.96	3921	Insertion	1333
1333	ec1334	chr2:53616168-53618534_-	2367	1	cyclic	15	73509	31.06	2368	Insertion	1334
1334	ec1335	chr18:23823682-23834941_-	11260	1	cyclic	42	130597	11.6	11262	Insertion	1335
1335	ec1336	chr16:18776754-18785365_-	8612	1	cyclic	213	728611	84.6	8619	Insertion	1336
1336	ec1337	chr6:38777484-38794596_-	17113	1	cyclic	34	111826	6.53	17134	Insertion	1337
1337	ec1338	chr1:79535977-79562235_-	26259	1	cyclic	49	275190	10.48	26289	Insertion	1338
1338	ec1339	chr2:115710660-115723750_-	13091	1	cyclic	214	728178	55.62	13308	Insertion	1339
1339	ec1340	chr15:25496200-25503255_-,chr17:59792790-59793500_-	7767	2	cyclic	73	160906	20.72	7770	Insertion	1340
1340	ec1341	chr13:67075833-67083240_-	7408	1	cyclic	17	56289	7.6	7451	Insertion	1341
1341	ec1342	chr9:53342847-53347093_-	4247	1	cyclic	38	84460	19.89	4252	Insertion	1342
1342	ec1343	chr4:108996826-108997174_-	349	1	cyclic	2	4067	11.65	349	No_indel	1343
1343	ec1344	chr4:135313086-135313543_-	458	1	cyclic	1	9074	19.81	458	No_indel	1344
1344	ec1345	chr6:82740318-82745824_-	5507	1	cyclic	29	104409	18.96	5392	Deletion	1345
1345	ec1346	chr12:70698251-70710278_-	12028	1	cyclic	68	223428	18.58	12036	Insertion	1346
1346	ec1347	chr1:38197027-38202011_-	4985	1	cyclic	51	119664	24.0	4988	Insertion	1347
1347	ec1348	chr13:5395842-5408665_-	12824	1	cyclic	93	257195	20.06	12838	Insertion	1348
1348	ec1349	chr12:43019895-43023356_-	3462	1	cyclic	12	27393	7.91	3464	Insertion	1349
1349	ec1350	chr3:138047478-138057168_-	9691	1	cyclic	150	403009	41.59	9726	Insertion	1350
1350	ec1351	chr11:102696261-102709806_-	13546	1	cyclic	42	183835	13.57	13849	Insertion	1351
1351	ec1352	chr5:148597619-148601184_-	3566	1	cyclic	24	76477	21.45	3557	Deletion	1352
1352	ec1353	chr11:76289649-76301238_-	11590	1	cyclic	171	539807	46.58	11603	Insertion	1353
1353	ec1354	chr9:35519802-35522354_-	2553	1	cyclic	12	30698	12.02	2575	Insertion	1354
1354	ec1355	chr6:90512690-90512953_+	264	1	cyclic	2	15715	59.53	264	No_indel	1355
1355	ec1356	chr1:133489368-133502150_-	12783	1	cyclic	45	191283	14.96	12792	Insertion	1356
1356	ec1357	chr11:100321255-100325065_-	3811	1	cyclic	39	87681	23.01	3813	Insertion	1357
1357	ec1358	chr15:77064593-77065540_+	948	1	cyclic	1	9517	10.04	956	Insertion	1358
1358	ec1359	chr9:76023225-76028300_-	5076	1	cyclic	12	26114	5.14	5086	Insertion	1359
1359	ec1360	chr9:65469238-65470174_-	937	1	cyclic	2	5968	6.37	937	No_indel	1360
1360	ec1361	chr10:16934751-16952516_-	17766	1	cyclic	61	182215	10.26	17775	Insertion	1361
1361	ec1362	chr11:51071530-51078810_-	7281	1	cyclic	44	107610	14.78	7285	Insertion	1362
1362	ec1363	chr2:4251352-4253559_-	2208	1	cyclic	9	34217	15.5	2208	No_indel	1363
1363	ec1364	chr5:37310192-37319544_-	9353	1	cyclic	32	93181	9.96	9287	Deletion	1364
1364	ec1365	chr13:36020911-36026534_-	5624	1	cyclic	29	54806	9.75	5626	Insertion	1365
1365	ec1366	chr16:29459420-29480887_-	21468	1	cyclic	85	235037	10.95	21498	Insertion	1366
1366	ec1367	chr10:18529166-18530293_-	1128	1	cyclic	11	56876	50.42	1128	No_indel	1367
1367	ec1368	chr15:58953865-58961275_-	7411	1	cyclic	122	496661	67.02	7412	Insertion	1368
1368	ec1369	chr8:31700482-31717832_-	17351	1	cyclic	412	1333971	76.88	16746	Deletion	1369
1369	ec1370	chr17:67394001-67410851_-	16851	1	cyclic	33	122504	7.27	16869	Insertion	1370
1370	ec1371	chr11:48379484-48383182_-	3699	1	cyclic	65	253254	68.47	3699	No_indel	1371
1371	ec1372	chr10:39224181-39246404_-	22224	1	cyclic	45	151446	6.81	22246	Insertion	1372
1372	ec1373	chr2:17909877-17912384_-	2508	1	cyclic	14	29009	11.57	2507	Deletion	1373
1373	ec1374	chr16:45975569-45981665_-	6097	1	cyclic	9	25829	4.24	6115	Insertion	1374
1374	ec1375	chr6:42080055-42082408_-	2354	1	cyclic	20	69204	29.4	2354	No_indel	1375
1375	ec1376	chr2:41835931-41846411_-	10481	1	cyclic	64	181282	17.3	10486	Insertion	1376
1376	ec1377	chr2:173059783-173061393_-	1611	1	cyclic	12	20079	12.46	1610	Deletion	1377
1377	ec1378	chr5:20622721-20626307_-	3587	1	cyclic	34	97182	27.09	3588	Insertion	1378
1378	ec1379	chr2:31200305-31204011_-	3707	1	cyclic	65	181404	48.94	3706	Deletion	1379
1379	ec1380	chr1:182584833-182590423_-	5591	1	cyclic	13	40379	7.22	5597	Insertion	1380
1380	ec1381	chr11:99727569-99731285_-	3717	1	cyclic	28	72106	19.4	3719	Insertion	1381
1381	ec1382	chr15:12532016-12539082_-	7067	1	cyclic	95	270285	38.25	7071	Insertion	1382
1382	ec1383	chr15:83756761-83758737_-	1977	1	cyclic	22	60777	30.74	1977	No_indel	1383
1383	ec1384	chr16:11501582-11504195_-	2614	1	cyclic	36	96271	36.83	2614	No_indel	1384
1384	ec1385	chr2:94150876-94158308_-	7433	1	cyclic	63	218426	29.39	7435	Insertion	1385
1385	ec1386	chr14:75590925-75593164_-	2240	1	cyclic	4	15632	6.98	2240	No_indel	1386
1386	ec1387	chr5:137694277-137705322_-	11046	1	cyclic	149	493630	44.69	11053	Insertion	1387
1387	ec1388	chr15:98408061-98409598_-	1538	1	cyclic	47	65539	42.61	1538	No_indel	1388
1388	ec1389	chr12:48391473-48402753_-	11281	1	cyclic	72	215794	19.13	11285	Insertion	1389
1389	ec1390	chr6:33011049-33019144_-	8096	1	cyclic	147	473169	58.44	8104	Insertion	1390
1390	ec1391	chr2:65037195-65054125_-	16931	1	cyclic	58	183875	10.86	16941	Insertion	1391
1391	ec1392	chr9:68100087-68105621_-	5535	1	cyclic	32	54505	9.85	5516	Deletion	1392
1392	ec1393	chr1:162804303-162808263_-	3961	1	cyclic	13	50158	12.66	3969	Insertion	1393
1393	ec1394	chr8:32639475-32643185_-	3711	1	cyclic	10	20841	5.62	3729	Insertion	1394
1394	ec1395	chr9:4737927-4758334_-	20408	1	cyclic	116	385641	18.9	20421	Insertion	1395
1395	ec1396	chr19:38614742-38642354_-	27613	1	cyclic	178	653600	23.67	27625	Insertion	1396
1396	ec1397	chr18:76736827-76755001_-	18175	1	cyclic	59	196759	10.83	18190	Insertion	1397
1397	ec1398	chr11:115598903-115614489_-	15587	1	cyclic	62	212205	13.61	15595	Insertion	1398
1398	ec1399	chr1:131917968-131921131_-	3164	1	cyclic	40	108502	34.29	3175	Insertion	1399
1399	ec1400	chr18:39200963-39216291_-	15329	1	cyclic	207	713994	46.58	15327	Deletion	1400
1400	ec1401	chr2:61778183-61785027_-	6845	1	cyclic	89	236758	34.59	6851	Insertion	1401
1401	ec1402	chr2:20284507-20297245_-	12739	1	cyclic	41	141364	11.1	12747	Insertion	1402
1402	ec1403	chr3:126393994-126399883_-	5890	1	cyclic	21	76750	13.03	5493	Deletion	1403
1403	ec1404	chr7:72529699-72532698_-	3000	1	cyclic	11	12888	4.3	3011	Insertion	1404
1404	ec1405	chr1:70086944-70099093_-	12150	1	cyclic	38	105283	8.67	12168	Insertion	1405
1405	ec1406	chr9:25052821-25054326_-	1506	1	cyclic	32	84608	56.18	1506	No_indel	1406
1406	ec1407	chr8:56431736-56436655_-	4920	1	cyclic	46	164001	33.33	4920	No_indel	1407
1407	ec1408	chr3:107622117-107633684_-	11568	1	cyclic	198	515625	44.57	11574	Insertion	1408
1408	ec1409	chr7:37711232-37725832_-	14601	1	cyclic	68	286021	19.59	14609	Insertion	1409
1409	ec1410	chr11:43672488-43681568_-	9081	1	cyclic	52	115195	12.69	9090	Insertion	1410
1410	ec1411	chr3:104535753-104538437_-	2685	1	cyclic	10	23095	8.6	2686	Insertion	1411
1411	ec1412	chr15:21170544-21175320_-	4777	1	cyclic	100	257382	53.88	4778	Insertion	1412
1412	ec1413	chr4:138972550-138984448_-	11899	1	cyclic	13	43514	3.66	12016	Insertion	1413
1413	ec1414	chr5:139003574-139006370_-	2797	1	cyclic	32	67937	24.29	2798	Insertion	1414
1414	ec1415	chr1:108873084-108890923_-	17840	1	cyclic	50	152667	8.56	17859	Insertion	1415
1415	ec1416	chr18:9870799-9880935_-	10137	1	cyclic	105	360756	35.59	10142	Insertion	1416
1416	ec1417	chr11:100979101-100982856_-	3756	1	cyclic	15	38135	10.15	3758	Insertion	1417
1417	ec1418	chr18:7177593-7182077_-	4485	1	cyclic	22	73058	16.29	4487	Insertion	1418
1418	ec1419	chr8:44807169-44810460_-	3292	1	cyclic	33	68354	20.76	3300	Insertion	1419
1419	ec1420	chr3:19405213-19406149_-	937	1	cyclic	3	9761	10.42	939	Insertion	1420
1420	ec1421	chr4:117060823-117069124_-	8302	1	cyclic	133	308897	37.21	8306	Insertion	1421
1421	ec1422	chr17:9924825-9942243_-	17419	1	cyclic	141	584711	33.57	17423	Insertion	1422
1422	ec1423	chr5:30125692-30128078_-	2387	1	cyclic	9	16794	7.04	2387	No_indel	1423
1423	ec1424	chr1:106160723-106164421_-	3699	1	cyclic	36	111176	30.06	3701	Insertion	1424
1424	ec1425	chr13:55378570-55384624_-	6055	1	cyclic	26	95352	15.75	6061	Insertion	1425
1425	ec1426	chr4:133195247-133199167_-	3921	1	cyclic	13	31097	7.93	3922	Insertion	1426
1426	ec1427	chr16:47592004-47596284_-	4281	1	cyclic	21	39189	9.15	4284	Insertion	1427
1427	ec1428	chr15:55135220-55150734_-	15515	1	cyclic	272	921848	59.42	15535	Insertion	1428
1428	ec1429	chr2:22244015-22253937_-	9923	1	cyclic	86	254247	25.62	9927	Insertion	1429
1429	ec1430	chr6:90523706-90529351_-	5646	1	cyclic	177	433811	76.84	5648	Insertion	1430
1430	ec1431	chr7:42810602-42836532_-	25931	1	cyclic	197	655118	25.26	25942	Insertion	1431
1431	ec1432	chr11:55121816-55134928_-	13113	1	cyclic	31	101062	7.71	13128	Insertion	1432
1432	ec1433	chr5:56748799-56770061_-	21263	1	cyclic	242	771656	36.29	21247	Deletion	1433
1433	ec1434	chr4:152248558-152251760_-	3203	1	cyclic	11	36775	11.48	3204	Insertion	1434
1434	ec1435	chr1:194635857-194652511_-	16655	1	cyclic	205	705741	42.37	16657	Insertion	1435
1435	ec1436	chr13:45421333-45429525_-	8193	1	cyclic	43	114473	13.97	8200	Insertion	1436
1436	ec1437	chr1:188196973-188198496_-	1524	1	cyclic	6	15032	9.86	1525	Insertion	1437
1437	ec1438	chr18:3142871-3156495_-	13625	1	cyclic	31	137975	10.13	13643	Insertion	1438
1438	ec1439	chr2:180410540-180413939_-	3400	1	cyclic	14	81250	23.9	3400	No_indel	1439
1439	ec1440	chr10:75128734-75131602_-	2869	1	cyclic	25	58535	20.4	2862	Deletion	1440
1440	ec1441	chr8:94426660-94429655_-	2996	1	cyclic	7	30644	10.23	2997	Insertion	1441
1441	ec1442	chr11:85401094-85406009_-	4916	1	cyclic	43	161170	32.78	4917	Insertion	1442
1442	ec1443	chr8:122024204-122026513_-	2310	1	cyclic	52	199270	86.26	2321	Insertion	1443
1443	ec1444	chr1:189677519-189684195_-	6677	1	cyclic	112	339759	50.88	6677	No_indel	1444
1444	ec1445	chr19:50462199-50469739_-	7541	1	cyclic	33	66833	8.86	7542	Insertion	1445
1445	ec1446	chr7:30704844-30705392_-	549	1	cyclic	18	67013	122.06	550	Insertion	1446
1446	ec1447	chr1:67288897-67302210_-	13314	1	cyclic	23	87915	6.6	13329	Insertion	1447
1447	ec1448	chr7:70087359-70098389_-	11031	1	cyclic	71	188015	17.04	11043	Insertion	1448
1448	ec1449	chr14:60715855-60720545_-	4691	1	cyclic	32	59719	12.73	4617	Deletion	1449
1449	ec1450	chr11:96727877-96728450_-	574	1	cyclic	43	99290	172.98	575	Insertion	1450
1450	ec1451	chr14:34480512-34482158_-	1647	1	cyclic	11	28192	17.12	1648	Insertion	1451
1451	ec1452	chr18:80696116-80702083_-	5968	1	cyclic	63	201670	33.79	5970	Insertion	1452
1452	ec1453	chr4:3191248-3192931_-	1684	1	cyclic	26	135131	80.24	1680	Deletion	1453
1453	ec1454	chrX:23835780-23837061_-	1282	1	cyclic	12	22368	17.45	1284	Insertion	1454
1454	ec1455	chr18:86769834-86780321_-	10488	1	cyclic	55	190693	18.18	10490	Insertion	1455
1455	ec1456	chr8:12797843-12821089_-	23247	1	cyclic	327	1184569	50.96	23255	Insertion	1456
1456	ec1457	chr16:15113483-15115571_-	2089	1	cyclic	29	88235	42.24	2091	Insertion	1457
1457	ec1458	chr12:17300025-17300535_+	511	1	cyclic	1	3064	6.0	510	Deletion	1458
1458	ec1459	chr3:39272127-39273454_-	1328	1	cyclic	7	12885	9.7	1328	No_indel	1459
1459	ec1460	chr5:124450814-124476008_-	25195	1	cyclic	40	149914	5.95	25279	Insertion	1460
1460	ec1461	chr18:54007282-54007776_+,chr11:69946865-69947295_-	926	2	cyclic	3	20474	22.11	927	Insertion	1461
1461	ec1462	chr5:136802304-136803414_-	1111	1	cyclic	16	50087	45.08	1138	Insertion	1462
1462	ec1463	chr11:76135822-76136298_-	477	1	cyclic	33	101036	211.82	478	Insertion	1463
1463	ec1464	chr11:106345724-106347402_-	1679	1	cyclic	7	19318	11.51	1679	No_indel	1464
1464	ec1465	chr15:101224156-101234394_-	10239	1	cyclic	21	50624	4.94	10255	Insertion	1465
1465	ec1466	chr10:15653451-15674112_-	20662	1	cyclic	160	438438	21.22	20674	Insertion	1466
1467	ec1468	chr1:189970121-189980596_-	10476	1	cyclic	25	70316	6.71	10484	Insertion	1468
1468	ec1469	chr10:23947575-23950453_-	2879	1	cyclic	8	42232	14.67	2881	Insertion	1469
1469	ec1470	chr7:144335202-144337573_-	2372	1	cyclic	18	37188	15.68	2372	No_indel	1470
1470	ec1471	chr18:22234186-22236060_-	1875	1	cyclic	10	17350	9.25	1875	No_indel	1471
1471	ec1472	chr12:88559700-88572528_-	12829	1	cyclic	208	653444	50.93	12833	Insertion	1472
1472	ec1473	chr5:7037419-7046798_-	9380	1	cyclic	49	137445	14.65	9409	Insertion	1473
1473	ec1474	chr7:12879644-12887350_-	7707	1	cyclic	98	320266	41.56	7709	Insertion	1474
1474	ec1475	chr10:72724676-72732420_-	7745	1	cyclic	352	1200725	155.03	7746	Insertion	1475
1475	ec1476	chr13:49795627-49812486_-	16860	1	cyclic	158	646409	38.34	16864	Insertion	1476
1476	ec1477	chr18:83212470-83212917_+	448	1	cyclic	1	8855	19.77	448	No_indel	1477
1477	ec1478	chr9:110628349-110636387_-	8039	1	cyclic	23	71043	8.84	8057	Insertion	1478
1478	ec1479	chr7:137050709-137053323_-	2615	1	cyclic	23	60505	23.14	2617	Insertion	1479
1479	ec1480	chr15:36873517-36876063_-	2547	1	cyclic	5	25958	10.19	2549	Insertion	1480
1480	ec1481	chr12:90587348-90595147_-	7800	1	cyclic	59	193758	24.84	7807	Insertion	1481
1481	ec1482	chr9:117977458-117987689_-	10232	1	cyclic	19	65471	6.4	10279	Insertion	1482
1482	ec1483	chr2:31879403-31888869_-	9467	1	cyclic	12	93381	9.86	9469	Insertion	1483
1483	ec1484	chr12:39651388-39659534_-	8147	1	cyclic	104	308126	37.82	8149	Insertion	1484
1484	ec1485	chr13:32133595-32136034_+	2440	1	cyclic	5	13976	5.73	2440	No_indel	1485
1485	ec1486	chr1:60971459-60976801_-	5343	1	cyclic	78	262266	49.09	5348	Insertion	1486
1486	ec1487	chr17:45505881-45511905_-	6025	1	cyclic	48	213515	35.44	6045	Insertion	1487
1487	ec1488	chr11:67183447-67199333_-	15887	1	cyclic	51	142811	8.99	15896	Insertion	1488
1488	ec1489	chr11:97047473-97049110_-	1638	1	cyclic	58	174463	106.51	1638	No_indel	1489
1489	ec1490	chr3:97711462-97713841_-	2380	1	cyclic	5	15300	6.43	2381	Insertion	1490
1490	ec1491	chr3:152020886-152027392_-	6507	1	cyclic	29	72457	11.14	6525	Insertion	1491
1491	ec1492	chr3:140739760-140742805_-	3046	1	cyclic	21	33078	10.86	3049	Insertion	1492
1492	ec1493	chr10:110583000-110599872_-	16873	1	cyclic	92	324376	19.22	16884	Insertion	1493
1493	ec1494	chr15:77175785-77176133_-	349	1	cyclic	1	1809	5.18	353	Insertion	1494
1494	ec1495	chr9:29752521-29754655_-	2135	1	cyclic	15	15059	7.05	2137	Insertion	1495
1495	ec1496	chr11:88783722-88785093_-	1372	1	cyclic	9	26553	19.35	1352	Deletion	1496
1496	ec1497	chr11:53723112-53725516_-	2405	1	cyclic	18	57424	23.88	2405	No_indel	1497
1497	ec1498	chr2:169450235-169452507_-	2273	1	cyclic	54	104336	45.9	2273	No_indel	1498
1498	ec1499	chr8:127034620-127038499_-	3880	1	cyclic	101	315960	81.43	3882	Insertion	1499
1499	ec1500	chr10:7911631-7917886_-	6256	1	cyclic	23	58035	9.28	6261	Insertion	1500
1500	ec1501	chr18:72554909-72568862_-	13954	1	cyclic	13	72307	5.18	13969	Insertion	1501
1501	ec1502	chr11:33165239-33172254_-	7016	1	cyclic	43	143133	20.4	7021	Insertion	1502
1502	ec1503	chr15:62375411-62388528_-	13118	1	cyclic	14	63111	4.81	13157	Insertion	1503
1503	ec1504	chr1:186492676-186496130_-	3455	1	cyclic	27	65127	18.85	3456	Insertion	1504
1504	ec1505	chr7:93354883-93355452_-	570	1	cyclic	5	5950	10.44	570	No_indel	1505
1505	ec1506	chr17:44893431-44894380_-	950	1	cyclic	19	45262	47.64	950	No_indel	1506
1506	ec1507	chr2:110592823-110595611_-	2789	1	cyclic	3	16828	6.03	2790	Insertion	1507
1507	ec1508	chr17:43328608-43331640_-	3033	1	cyclic	7	14162	4.67	3037	Insertion	1508
1508	ec1509	chr13:51058299-51064935_-	6637	1	cyclic	27	79612	12.0	6644	Insertion	1509
1509	ec1510	chr18:25894225-25906427_-	12203	1	cyclic	98	469950	38.51	12220	Insertion	1510
1510	ec1511	chr3:140275124-140278865_-	3742	1	cyclic	13	29418	7.86	3750	Insertion	1511
1511	ec1512	chr4:59932203-59936456_-	4254	1	cyclic	7	23877	5.61	4254	No_indel	1512
1512	ec1513	chr6:125030154-125037574_-	7421	1	cyclic	14	63626	8.57	7420	Deletion	1513
1513	ec1514	chr3:142141896-142176107_-	34212	1	cyclic	61	229748	6.72	34274	Insertion	1514
1514	ec1515	chr17:45582984-45584281_-	1298	1	cyclic	5	9460	7.29	1299	Insertion	1515
1515	ec1516	chr9:49231917-49238225_-	6309	1	cyclic	21	68601	10.87	6323	Insertion	1516
1516	ec1517	chr18:25337039-25339059_-	2021	1	cyclic	6	25050	12.39	2023	Insertion	1517
1517	ec1518	chr1:90322722-90328102_-	5381	1	cyclic	15	29347	5.45	5394	Insertion	1518
1518	ec1519	chr13:13879077-13896072_-	16996	1	cyclic	210	849725	50.0	16998	Insertion	1519
1519	ec1520	chr19:53177202-53180203_-	3002	1	cyclic	25	76680	25.54	3004	Insertion	1520
1520	ec1521	chr10:27248162-27257599_-	9438	1	cyclic	54	139385	14.77	9441	Insertion	1521
1521	ec1522	chr11:21066049-21066278_+	230	1	cyclic	2	4418	19.21	230	No_indel	1522
1522	ec1523	chr13:102770156-102775949_-	5794	1	cyclic	10	39329	6.79	5799	Insertion	1523
1523	ec1524	chr17:64628518-64630495_-	1978	1	cyclic	7	11965	6.05	1978	No_indel	1524
1524	ec1525	chr5:25245617-25250121_-	4505	1	cyclic	15	54693	12.14	4514	Insertion	1525
1525	ec1526	chr1:54674831-54680527_-	5697	1	cyclic	23	39367	6.91	5696	Deletion	1526
1526	ec1527	chr17:80269960-80278929_-	8970	1	cyclic	102	405049	45.16	8976	Insertion	1527
1527	ec1528	chr1:88400988-88408884_-	7897	1	cyclic	48	143042	18.11	7900	Insertion	1528
1528	ec1529	chr6:129017000-129026578_-	9579	1	cyclic	27	86964	9.08	9585	Insertion	1529
1529	ec1530	chr6:28150553-28161975_-	11423	1	cyclic	29	67018	5.87	11438	Insertion	1530
1530	ec1531	chr16:31508240-31511078_-	2839	1	cyclic	3	32137	11.32	2863	Insertion	1531
1531	ec1532	chr12:100675813-100679086_-	3274	1	cyclic	30	88584	27.06	3275	Insertion	1532
1532	ec1533	chr18:6250630-6251745_+	1116	1	cyclic	2	5602	5.02	1117	Insertion	1533
1533	ec1534	chr4:23708534-23713334_-	4801	1	cyclic	131	316554	65.94	4802	Insertion	1534
1534	ec1535	chr2:57384410-57385016_+	607	1	cyclic	1	6172	10.17	607	No_indel	1535
1535	ec1536	chr11:98818783-98829299_-	10517	1	cyclic	46	206847	19.67	10528	Insertion	1536
1536	ec1537	chr5:118550363-118562003_-	11641	1	cyclic	15	61106	5.25	11682	Insertion	1537
1537	ec1538	chr1:36342647-36348932_-	6286	1	cyclic	16	89169	14.19	6286	No_indel	1538
1538	ec1539	chr18:32147847-32160285_-	12439	1	cyclic	50	202238	16.26	12448	Insertion	1539
1539	ec1540	chr13:105892510-105908951_-	16442	1	cyclic	102	253156	15.4	16440	Deletion	1540
1540	ec1541	chr7:45181624-45193200_-	11577	1	cyclic	49	201851	17.44	11584	Insertion	1541
1541	ec1542	chr18:90430399-90433697_-	3299	1	cyclic	120	371393	112.58	3299	No_indel	1542
1542	ec1543	chr13:81325178-81350600_-	25423	1	cyclic	755	2538381	99.85	25431	Insertion	1543
1543	ec1544	chr11:106183271-106188364_-	5094	1	cyclic	21	29833	5.86	5111	Insertion	1544
1544	ec1545	chr6:80461092-80462749_-	1658	1	cyclic	2	10511	6.34	1658	No_indel	1545
1545	ec1546	chr11:35289369-35304371_-	15003	1	cyclic	59	195119	13.01	15011	Insertion	1546
1546	ec1547	chr4:62644671-62646283_-	1613	1	cyclic	39	102624	63.62	1613	No_indel	1547
1547	ec1548	chr15:85225242-85231483_-	6242	1	cyclic	16	49521	7.93	6245	Insertion	1548
1548	ec1549	chr6:38541275-38547982_-	6708	1	cyclic	20	46524	6.94	6716	Insertion	1549
1549	ec1550	chr8:110395423-110396612_+	1190	1	cyclic	1	9470	7.96	1190	No_indel	1550
1550	ec1551	chr14:30871193-30876299_-	5107	1	cyclic	30	100549	19.69	5103	Deletion	1551
1551	ec1552	chr7:19426266-19426923_-	658	1	cyclic	4	7044	10.71	658	No_indel	1552
