PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/MLOY4/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6.83-7	chr15	3614949	3617995	+	8017	NA	Intergenic	Intergenic	-33120	NM_010284	14600	Mm.3986	NM_010284	ENSMUSG00000055737	Ghr	GHBP|GHR/BP	growth hormone receptor	protein-coding
8.98-7	chr14	70243313	70248689	+	8016	NA	intron (NM_008915, intron 5 of 13)	intron (NM_008915, intron 5 of 13)	-38330	NM_011366	20410	Mm.5068	NM_011366	ENSMUSG00000022091	Sorbs3	SCAM-1|SH3P3|Sh3d4|vinexin-g	sorbin and SH3 domain containing 3	protein-coding
6.55-10	chr18	16259838	16262210	+	8015	NA	Intergenic	L1Md_F2|LINE|L1	-500867	NM_199055	71367	Mm.329304	NM_199055	ENSMUSG00000047161	Chst9	5430438D01Rik|GalNAc4ST-2|galNAc-4-ST2	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	protein-coding
5.92-8	chr6	86142752	86151136	+	8014	NA	Intergenic	MurERV4_19-int|LTR|ERVK	-48283	NM_031199	21802	Mm.137222	NM_031199	ENSMUSG00000029999	Tgfa	wa-1|wa1	transforming growth factor alpha	protein-coding
8.54-3	chr8	64934026	64937870	+	8013	NA	Intergenic	RLTR30D2_MM|LTR|ERV1	-11237	NM_001163747	73067	Mm.294445	NM_028427	ENSMUSG00000025521	Tmem192	3110005G23Rik	transmembrane protein 192	protein-coding
6.64-9	chr3	134650747	134652480	+	8012	NA	Intergenic	Intergenic	-177394	NM_021382	21338	Mm.103810	NM_021382	ENSMUSG00000028172	Tacr3	Nk3r|Nkr|Tac3r	tachykinin receptor 3	protein-coding
5.33-6	chr2	48619710	48621700	+	8011	NA	Intergenic	Intergenic	-193404	NM_007396	11480	Mm.314338	NM_007396	ENSMUSG00000052155	Acvr2a	ActrIIa|Acvr2|TactrII	activin receptor IIA	protein-coding
7.95-15	chr3	21039398	21040054	+	8010	NA	Intergenic	RSINE1|SINE|B4	-672549	NM_175086	11608	Mm.134863	NM_175086	ENSMUSG00000054988	Agtr1b	AT1B|AT2R1B|Agtr-1b|Angtr-1b	angiotensin II receptor, type 1b	protein-coding
7.93-15	chr14	79397200	79397552	+	8009	NA	promoter-TSS (NM_145960)	promoter-TSS (NM_145960)	-396	NM_145960	211253	Mm.35306	NM_145960	ENSMUSG00000022022	Mtrf1	A830062K05Rik|MtRF-1	mitochondrial translational release factor 1	protein-coding
13.51	chr7	138272531	138272876	+	8008	NA	intron (NM_183289, intron 6 of 11)	intron (NM_183289, intron 6 of 11)	125027	NM_183289	70571	Mm.334297	NM_183289	ENSMUSG00000091002	Tcerg1l	5730476P14Rik	transcription elongation regulator 1-like	protein-coding
15.14-2	chr3	88827120	88833925	+	8007	NA	intron (NR_015498, intron 1 of 1)	intron (NR_015498, intron 1 of 1)	2025	NR_160678	319830	Mm.400394	NR_015498		1500004A13Rik	5430404N14Rik|BB132176	RIKEN cDNA 1500004A13 gene	ncRNA
28.84-2	chr9	36797507	36797902	+	8006	NA	promoter-TSS (NM_001199494)	promoter-TSS (NM_001199494)	-370	NM_001199494	13663	Mm.4337	NM_007915	ENSMUSG00000062762	Ei24	AA536736|AI115355|PIG8	etoposide induced 2.4 mRNA	protein-coding
15.82-2	chr8	128824708	128826454	+	8005	NA	Intergenic	Intergenic	139927	NM_010578	16412	Mm.263396	NM_010578	ENSMUSG00000025809	Itgb1	4633401G24Rik|AA409975|AA960159|CD29|Fnrb|Gm9863|gpIIa	integrin beta 1 (fibronectin receptor beta)	protein-coding
13.31-3	chr6	96382294	96384459	+	8004	NA	intron (NM_182808, intron 2 of 4)	intron (NM_182808, intron 2 of 4)	-217171	NR_003643	78482	Mm.391486	NM_030107	ENSMUSG00000072878	1700123L14Rik	Npap60|Nup50	nucleoporin 50 pseudogene	pseudo
20.68-5	chr6	117172351	117173225	+	8003	NA	intron (NM_001012477, intron 2 of 3)	intron (NM_001012477, intron 2 of 3)	4253	NM_013655	20315	Mm.303231	NM_013655	ENSMUSG00000061353	Cxcl12	Pbsf|Scyb12|Sdf1|Tlsf|Tpar1	chemokine (C-X-C motif) ligand 12	protein-coding
13.32-5	chr7	128171883	128173772	+	8002	NA	Intergenic	Intergenic	-1119	NM_001029872	381924	Mm.334257	NM_001029872	ENSMUSG00000070369	Itgad	Cd11d	integrin, alpha D	protein-coding
17.77-5	chrX	116486241	116486870	+	8001	NA	Intergenic	L1Md_A|LINE|L1	37611	NM_001033471	382239	Mm.336224	NM_001033471	ENSMUSG00000072995	Cpxcr1	Gm1143	CPX chromosome region, candidate 1	protein-coding
9.29-7	chr9	21724363	21734246	+	8000	NA	intron (NM_001252659, intron 1 of 17)	intron (NM_001252659, intron 1 of 17)	5728	NM_001252659	16835	Mm.3213	NM_010700	ENSMUSG00000032193	Ldlr	Hlb301	low density lipoprotein receptor	protein-coding
6.58-4	chr5	16038762	16041810	+	7999	NA	intron (NM_001110843, intron 3 of 38)	intron (NM_001110843, intron 3 of 38)	105595	NM_001110844	12293	Mm.159842	NM_009784	ENSMUSG00000040118	Cacna2d1	Ca(v)alpha2delta1|Cacna2|Cchl2a	calcium channel, voltage-dependent, alpha2/delta subunit 1	protein-coding
5.99-13	chr19	15253861	15255037	+	7998	NA	Intergenic	Intergenic	-656266	NM_001302947	21888	Mm.103638	NM_011600	ENSMUSG00000024642	Tle4	5730411M05Rik|AA792082|Bce-1|Bce1|ESTM13|ESTM14|Grg4|X83332|X83333|grg-4	transducin-like enhancer of split 4	protein-coding
87.56	chr14	119745175	119745373	+	7997	NA	intron (NM_015820, intron 1 of 1)	intron (NM_015820, intron 1 of 1)	-3953	NR_045621	75432	Mm.443277	NR_045621	ENSMUSG00000100274	1700006F04Rik	-	RIKEN cDNA 1700006F04 gene	ncRNA
13.22-7	chr5	107241246	107242269	+	7996	NA	intron (NM_011578, intron 2 of 16)	intron (NM_011578, intron 2 of 16)	47872	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
5.32-3	chr14	64713680	64716655	+	7995	NA	intron (NM_001081177, intron 4 of 39)	intron (NM_001081177, intron 4 of 39)	62626	NM_001081177	16554	Mm.23611	NM_001081177	ENSMUSG00000060012	Kif13b	5330429L19Rik|6030414C01|AI429803|C130021D12Rik|GAKIN	kinesin family member 13B	protein-coding
10.31-4	chr12	26256606	26259739	+	7994	NA	Intergenic	Intergenic	-5627	NR_136895	102631696	Mm.118143	NR_136895	ENSMUSG00000113813	Gm29968	-	predicted gene, 29968	ncRNA
7.03-13	chr8	26595158	26596269	+	7993	NA	Intergenic	RLTR20A4|LTR|ERVK	228710	NR_045904	72316	Mm.490534	NR_045904	ENSMUSG00000100335	2310008N11Rik	-	RIKEN cDNA 2310008N11 gene	ncRNA
13.14-3	chr9	108250370	108251358	+	7992	NA	intron (NM_001276492, intron 2 of 4)	intron (NM_001276492, intron 2 of 4)	12951	NM_001276492	13138	Mm.7524	NM_010017	ENSMUSG00000039952	Dag1	D9Wsu13e|DG|Dp427|Dp71	dystroglycan 1	protein-coding
6.12-7	chr17	47895941	47911745	+	7991	NA	intron (NM_028767, intron 2 of 16)	intron (NM_028767, intron 2 of 16)	20789	NM_001110824	74123	Mm.240062	NM_028767	ENSMUSG00000023991	Foxp4	1200010K03Rik|2310007G05Rik|mFKHLA	forkhead box P4	protein-coding
5.73-7	chr17	78315386	78318056	+	7990	NA	intron (NM_015800, intron 7 of 16)	Lx7|LINE|L1	101431	NM_001285946	225020	Mm.236835	NM_199448	ENSMUSG00000056121	Fez2	9030616F16|D17Ertd315e	fasciculation and elongation protein zeta 2 (zygin II)	protein-coding
6.12-6	chr2	151156619	151157412	+	7989	NA	Intergenic	RMER15-int|LTR|ERVL	58770	NM_001097977	433486	Mm.422661	NM_001097977	ENSMUSG00000079006	Gm14151	-	predicted gene 14151	protein-coding
5.79-5	chr2	31041307	31042925	+	7988	NA	intron (NM_001038700, intron 9 of 14)	intron (NM_001038700, intron 9 of 14)	54384	NM_001177650	14269	Mm.52297	NM_019406	ENSMUSG00000075415	Fnbp1	1110057E06Rik|2210010H06Rik|FBP1|Fbp17	formin binding protein 1	protein-coding
10.58-7	chr7	20011338	20012678	+	7987	NA	intron (NM_194058, intron 1 of 9)	L1_Mus1|LINE|L1	3985	NM_194058	243874	Mm.277114	NM_194058	ENSMUSG00000060508	Nlrp9b	Nalp-delta|Nalp9b|Nlrp9	NLR family, pyrin domain containing 9B	protein-coding
8.38-6	chr16	13459659	13460757	+	7986	NA	Intergenic	Intergenic	6368	NR_029855	723899		NR_029855	ENSMUSG00000065449	Mir365-1	Mirn365-1|mir-365-1	microRNA 365-1	ncRNA
12.38-4	chr2	62718167	62719829	+	7985	NA	intron (NM_133207, intron 13 of 15)	intron (NM_133207, intron 13 of 15)	54671	NM_145523	227960	Mm.219877	NM_145523	ENSMUSG00000026893	Gca	5133401E04Rik|AI573844	grancalcin	protein-coding
14.42-3	chr18	51686417	51687300	+	7984	NA	Intergenic	Intergenic	436688	NR_029788	723830		NR_029788	ENSMUSG00000065494	Mir28a	Mir28|Mirn28|mmu-mir-28|mmu-mir-28a	microRNA 28a	ncRNA
8.14-9	chr4	117173428	117174133	+	7983	NA	intron (NM_134471, intron 5 of 19)	intron (NM_134471, intron 5 of 19)	4992	NM_001290662	73804	Mm.247651	NM_134471	ENSMUSG00000028678	Kif2c	4930402F02Rik|ESTM5|Knsl6|MCAK|X83316	kinesin family member 2C	protein-coding
7.67-4	chr18	12633543	12634208	+	7982	NA	Intergenic	RMER5|LTR|ERV1	-9658	NM_028341	72747	Mm.52526	NM_028341	ENSMUSG00000024424	Ttc39c	1700008N02Rik|2810439F02Rik	tetratricopeptide repeat domain 39C	protein-coding
11.09-3	chr16	63580330	63582328	+	7981	NA	intron (NM_001362452, intron 13 of 16)	B3A|SINE|B2	282846	NM_010140	13837	Mm.1977	NM_010140	ENSMUSG00000052504	Epha3	AW492086|Cek4|EK4|ETK1|End3|Hek|Hek4|Mek4|Tyro4	Eph receptor A3	protein-coding
29.11	chr1	191299242	191300246	+	7980	NA	Intergenic	Intergenic	18387	NM_025424	66208	Mm.46444	NM_025424	ENSMUSG00000037499	Nenf	1110060M21Rik|SCIRP10|Spuf	neuron derived neurotrophic factor	protein-coding
23.34-3	chr15	44672836	44673556	+	7979	NA	exon (NM_001285840, exon 7 of 7)	exon (NM_001285840, exon 7 of 7)	33292	NM_001285842	319613	Mm.207715	NM_176998	ENSMUSG00000022340	Sybu	Golsyn	syntabulin (syntaxin-interacting)	protein-coding
6.86-7	chr3	131364300	131365366	+	7978	NA	Intergenic	Intergenic	-19910	NM_028943	74442	Mm.273360	NM_028943	ENSMUSG00000050931	Sgms2	4933405A16Rik|5133401H06Rik|AI854299	sphingomyelin synthase 2	protein-coding
7.8-5	chr9	99429747	99430108	+	7977	NA	intron (NM_008624, intron 1 of 5)	intron (NM_008624, intron 1 of 5)	6785	NM_008624	17532	Mm.2045	NM_008624	ENSMUSG00000032470	Mras	2900078C09Rik|AI326250	muscle and microspikes RAS	protein-coding
7.95-13	chr6	116968270	116968784	+	7976	NA	Intergenic	Intergenic	-200008	NM_021704	20315	Mm.303231	NM_013655	ENSMUSG00000061353	Cxcl12	Pbsf|Scyb12|Sdf1|Tlsf|Tpar1	chemokine (C-X-C motif) ligand 12	protein-coding
7.95-14	chr9	29853596	29853991	+	7976	NA	intron (NM_001357597, intron 1 of 8)	intron (NM_001357597, intron 1 of 8)	109476	NM_001357598	235106	Mm.283138	NM_172290	ENSMUSG00000059974	Ntm	6230410L23Rik|B230210G24Rik|Hnt|Igdcc2|R75390	neurotrimin	protein-coding
41.88	chr11	114260449	114260655	+	7975	NA	Intergenic	Lx8b|LINE|L1	62294	NR_045930	73536	Mm.54275	NR_045930	ENSMUSG00000078600	1700092K14Rik	-	RIKEN cDNA 1700092K14 gene	ncRNA
15.65-2	chr10	103382394	103383328	+	7974	NA	intron (NM_175328, intron 2 of 12)	Lx10|LINE|L1	15053	NM_001358821	103098	Mm.458408	NM_175328	ENSMUSG00000019894	Slc6a15	AA536730|AI326450|AI326451|v7-3	solute carrier family 6 (neurotransmitter transporter), member 15	protein-coding
8.26-4	chr2	151824659	151825351	+	7973	NA	Intergenic	Intergenic	-17922	NM_001040689	228770	Mm.159868	NM_001040689	ENSMUSG00000032852	Rspo4	A730099F22|A930029K19Rik	R-spondin 4	protein-coding
8.45-7	chr3	154099063	154100865	+	7972	NA	intron (NM_001081263, intron 1 of 21)	intron (NM_001081263, intron 1 of 21)	126528	NM_001081263	242259	Mm.239962	NM_001081263	ENSMUSG00000028360	Slc44a5	AA117069|Gm422	solute carrier family 44, member 5	protein-coding
4.7-5	chr9	8965572	8972508	+	7971	NA	TTS (NM_008829)	TTS (NM_008829)	69207	NM_008829	18667	Mm.12798	NM_008829	ENSMUSG00000031870	Pgr	9930019P03Rik|BB114106|NR3C3|PR|PR-A|PR-B	progesterone receptor	protein-coding
5.98-20	chr15	41378390	41380151	+	7970	NA	Intergenic	Intergenic	-68212	NR_152565	170719	Mm.254267	NM_130885	ENSMUSG00000022307	Oxr1	2210416C20Rik|C7|C7B	oxidation resistance 1	protein-coding
31.47	chr2	172460562	172461563	+	7969	NA	intron (NM_025542, intron 5 of 8)	intron (NM_025542, intron 5 of 8)	-2466	NM_001039560	654821	Mm.389337	NM_001039560	ENSMUSG00000074569	Gcnt7	A330041C17Rik|gnt	glucosaminyl (N-acetyl) transferase family member 7	protein-coding
9.18	chr5	129728359	129730592	+	7968	NA	intron (NM_008095, intron 1 of 9)	intron (NM_008095, intron 1 of 9)	4400	NM_008095	14467	Mm.12468	NM_008095	ENSMUSG00000029432	Nipsnap2	AV006093|Gbas	nipsnap homolog 2	protein-coding
8.42-8	chr19	60142051	60142441	+	7967	NA	Intergenic	Intergenic	-2429	NR_026942	107376	Mm.245813	NR_026942	ENSMUSG00000053117	E330013P04Rik	9930018I18Rik|AW492152	RIKEN cDNA E330013P04 gene	ncRNA
5.61-3	chr11	113595715	113597190	+	7966	NA	intron (NM_001362939, intron 1 of 9)	intron (NM_001362939, intron 1 of 9)	-22875	NM_001042606	20606		NM_009217	ENSMUSG00000047904	Sstr2	SRIF-1|SS2R|SSTR-2|Smstr-2|Smstr2|sst2	somatostatin receptor 2	protein-coding
7.93-14	chr14	19412138	19412707	+	7965	NA	Intergenic	RLTR21|LTR|ERVK	190165	NM_001024706	432825	Mm.327147	NM_001024706	ENSMUSG00000095024	Gm5458	EG432825	predicted gene 5458	protein-coding
4.44-3	chr10	100983181	100985111	+	7964	NA	Intergenic	Lx3A|LINE|L1	-242511	NR_152765	102639396	Mm.404529	NR_152765		Gm35722	-	predicted gene, 35722	ncRNA
9.81-4	chr3	5513795	5514696	+	7963	NA	Intergenic	Intergenic	62003	NM_001267714	19302	Mm.132336	NM_008994	ENSMUSG00000040374	Pex2	D3Ertd138e|PAF-1|PMP35|Pxmp3	peroxisomal biogenesis factor 2	protein-coding
15.45	chr16	91735133	91736097	+	7962	NA	intron (NM_001110275, intron 1 of 28)	intron (NM_001110275, intron 1 of 28)	6244	NM_001110275	16443	Mm.40546	NM_010587	ENSMUSG00000022957	Itsn1	AA517634|AA545208|AI316805|AI839402|AI848451|Ehsh1|Ese1|Itsn|Sh3p17	intersectin 1 (SH3 domain protein 1A)	protein-coding
5.84-8	chr6	26157912	26163912	+	7961	NA	Intergenic	Lx2|LINE|L1	229486	NR_040771	626904	Mm.126787	NR_040771	ENSMUSG00000106799	Gm20756	-	predicted gene, 20756	ncRNA
9.8-6	chr18	68818210	68819512	+	7960	NA	Intergenic	Lx6|LINE|L1	79461	NR_105774	102465183		NR_105774	ENSMUSG00000099300	Mir6356	Gm27461|mmu-mir-6356	microRNA 6356	ncRNA
5.99-12	chr15	37635762	37637046	+	7959	NA	intron (NM_001359844, intron 3 of 7)	L1Md_F2|LINE|L1	44170	NM_001359839	52589	Mm.283370	NM_134094	ENSMUSG00000051359	Ncald	AI848120|D030020D09Rik|D15Ertd412e	neurocalcin delta	protein-coding
6.03-10	chr8	40655193	40655718	+	7958	NA	Intergenic	Intergenic	-19622	NM_010086	13526	Mm.67403	NM_010086	ENSMUSG00000046723	Adam24	Dtgn5	a disintegrin and metallopeptidase domain 24 (testase 1)	protein-coding
7.76-7	chr17	20462869	20463208	+	7957	NA	exon (NM_001104570, exon 6 of 6)	exon (NM_001104570, exon 6 of 6)	18198	NM_001104570	627805	Mm.469853	NM_001104570	ENSMUSG00000091805	Vmn2r108	EG627805	vomeronasal 2, receptor 108	protein-coding
4.39-6	chr18	36005601	36013209	+	7956	NA	intron (NM_028707, intron 13 of 14)	MTC|LTR|ERVL-MaLR	44575	NM_001289602	74002	Mm.196944	NM_028707	ENSMUSG00000024347	Psd2	6330404E20Rik|AW125584|EFA6C	pleckstrin and Sec7 domain containing 2	protein-coding
4.2-2	chr9	103086975	103088798	+	7955	NA	3' UTR (NM_033314, exon 14 of 14)	3' UTR (NM_033314, exon 14 of 14)	-24188	NM_173781	270192	Mm.490252	NM_173781	ENSMUSG00000032549	Rab6b	9630015C03|AI844641|C330006L04Rik|D9Bwg0185e	RAB6B, member RAS oncogene family	protein-coding
6.65-8	chr2	25737634	25739991	+	7954	NA	intron (NM_001099301, intron 4 of 6)	intron (NM_001099301, intron 4 of 6)	1803	NM_001099301	383678	Mm.464561	NM_001099301	ENSMUSG00000079539	Obp2b	Lcn14	odorant binding protein 2B	protein-coding
22.51-2	chrX	159957508	159958081	+	7953	NA	intron (NR_110969, intron 13 of 16)	intron (NR_110969, intron 13 of 16)	15101	NM_001290661	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|Cin85|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
23.79	chr10	71199987	71200660	+	7952	NA	Intergenic	B4A|SINE|B4	-1422	NR_131003	78638	Mm.71171	NR_131003	ENSMUSG00000112028	1700113B09Rik	-	RIKEN cDNA 1700113B09 gene	ncRNA
4.92-6	chr8	127420066	127425825	+	7951	NA	intron (NM_001013581, intron 17 of 18)	intron (NM_001013581, intron 17 of 18)	123333	NM_001013581	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
21.15-2	chr15	17303611	17304980	+	7950	NA	Intergenic	Intergenic	575380	NM_009869	12565	Mm.439758	NM_009869	ENSMUSG00000025370	Cdh9	-	cadherin 9	protein-coding
4.12-5	chr3	45989320	45999770	+	7949	NA	Intergenic	Intergenic	453396	NM_001101479	241989	Mm.119234	NM_001101479	ENSMUSG00000090919	Pabpc4l	C330050A14Rik|EG241989	poly(A) binding protein, cytoplasmic 4-like	protein-coding
4.34-4	chr1	45847267	45855774	+	7948	NA	Intergenic	Lx8b|LINE|L1	56354	NM_028599	73674	Mm.270376	NM_028599	ENSMUSG00000025995	Wdr75	1300003A18Rik|2410118I19Rik|C77608	WD repeat domain 75	protein-coding
13.7-4	chr12	65579191	65579792	+	7947	NA	Intergenic	L1_Mus3|LINE|L1	353974	NM_027614	70948	Mm.219475	NM_027614	ENSMUSG00000035560	Wdr20rt	4921538B03Rik|4930427E19Rik|Wdr20|Wdr20b	WD repeat domain 20, retrogene	protein-coding
6.53-7	chr15	5961893	5963252	+	7946	NA	Intergenic	Lx4B|LINE|L1	82132	NR_155428	105245876	Mm.128197	NR_155428		Gm41259	-	predicted gene, 41259	ncRNA
15.07-4	chr4	62856761	62857454	+	7945	NA	Intergenic	Intergenic	-108460	NM_001369113	72701	Mm.26479	NM_028326	ENSMUSG00000028358	Zfp618	2810031P15Rik|2810040O04Rik|AI415580|AI505139|D430033D05Rik|Nedd10|Znf618|bM257P7.1	zinc finger protein 618	protein-coding
11.62	chr17	47427243	47427747	+	7944	NA	intron (NM_029296, intron 3 of 3)	B3A|SINE|B2	-5615	NM_001347584	75462	Mm.46129	NM_029296	ENSMUSG00000047150	1700001C19Rik	-	RIKEN cDNA 1700001C19 gene	protein-coding
7.2-9	chr1	87009015	87009661	+	7943	NA	intron (NM_153530, intron 13 of 20)	intron (NM_153530, intron 13 of 20)	80590	NM_007433	11650	Mm.195224	NM_007433	ENSMUSG00000026246	Alppl2	Akp5|Alpg|C77216|D1Ertd816e|EAP	alkaline phosphatase, placental-like 2	protein-coding
9.43-5	chr1	136433492	136436260	+	7942	NA	intron (NM_026500, intron 7 of 7)	B3|SINE|B2	-19357	NR_024328	320054	Mm.208000	NR_024328	ENSMUSG00000097403	9230116N13Rik	-	RIKEN cDNA 9230116N13 gene	ncRNA
33.85	chr4	43634813	43635476	+	7941	NA	intron (NM_173788, intron 2 of 21)	intron (NM_173788, intron 2 of 21)	3209	NM_001355466	230103	Mm.103477	NM_173788	ENSMUSG00000028469	Npr2	GC-B|GC-B2|GC-B3|cn|mNPR-B|pwe	natriuretic peptide receptor 2	protein-coding
9.04-4	chr3	107373356	107376180	+	7940	NA	Intergenic	Intergenic	-41479	NM_001045807	229700	Mm.27966	NM_001045807	ENSMUSG00000048109	Rbm15	C230088J01Rik|mKIAA1438	RNA binding motif protein 15	protein-coding
5.09-6	chr6	106544221	106549157	+	7939	NA	intron (NM_001109749, intron 13 of 25)	L1Md_F2|LINE|L1	202348	NM_008370	16192	Mm.3448	NM_008370	ENSMUSG00000005364	Il5ra	CD125|CDw125|Il5r	interleukin 5 receptor, alpha	protein-coding
12.01-3	chr4	107243581	107246464	+	7938	NA	intron (NM_029985, intron 2 of 7)	intron (NM_029985, intron 2 of 7)	8511	NM_029985	77809	Mm.29681	NM_029985	ENSMUSG00000028617	Lrrc42	A930011F22Rik|AA536996	leucine rich repeat containing 42	protein-coding
11.87-3	chr12	5174538	5175677	+	7937	NA	intron (NM_001164493, intron 3 of 13)	intron (NM_001164493, intron 3 of 13)	200575	NM_001164493	208439	Mm.388281	NM_001164493	ENSMUSG00000020627	Klhl29	A230106N14Rik|Gm68|Kbtbd9|mKIAA1921	kelch-like 29	protein-coding
45.4	chr12	70033699	70034082	+	7936	NA	intron (NM_008697, intron 22 of 29)	intron (NM_008697, intron 22 of 29)	-46888	NM_022028	64010	Mm.390480	NM_022028	ENSMUSG00000021067	Sav1	1700040G09Rik|Salv|Sav|WW45|Wwp3|Wwp4	salvador family WW domain containing 1	protein-coding
11.47-3	chr7	58812179	58821670	+	7935	NA	intron (NM_009728, intron 15 of 20)	L1_Mus3|LINE|L1	158722	NM_009728	11982	Mm.135129	NM_009728	ENSMUSG00000025324	Atp10a	Atp10c|pfatp	ATPase, class V, type 10A	protein-coding
16.69	chr7	122231355	122232493	+	7934	NA	Intergenic	HERVL74-int|LTR|ERVL	12428	NM_027363	70261	Mm.96997	NM_027363	ENSMUSG00000030865	Chp2	2010110P09Rik|Cbhp2	calcineurin-like EF hand protein 2	protein-coding
25.24	chr8	10715333	10715718	+	7933	NA	Intergenic	Intergenic	166929	NR_040705	320014	Mm.403203	NR_040705	ENSMUSG00000109473	B930025P03Rik	-	RIKEN cDNA B930025P03 gene	ncRNA
25.25-2	chr1	176377484	176377968	+	7932	NA	Intergenic	Intergenic	-102414	NM_001357844	319455	Mm.338001	NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family, member 5	protein-coding
6.96-10	chr6	101046847	101047586	+	7931	NA	Intergenic	Intergenic	213578	NM_182939	232314	Mm.27223	NM_182939	ENSMUSG00000052144	Ppp4r2	BE691708|C230060M08Rik	protein phosphatase 4, regulatory subunit 2	protein-coding
10.55-2	chr14	49314883	49315871	+	7930	NA	intron (NM_029238, intron 3 of 7)	intron (NM_029238, intron 3 of 7)	-69949	NM_025956	67082	Mm.87439	NM_025956	ENSMUSG00000021850	ccdc198	1700011H14Rik	coiled-coil domain containing 198	protein-coding
9.16-6	chr6	29928557	29929624	+	7929	NA	intron (NR_104576, intron 8 of 20)	intron (NR_104576, intron 8 of 20)	12077	NM_177204	320609	Mm.56097	NM_177204	ENSMUSG00000039629	Strip2	D330017J20Rik|Fam40b	striatin interacting protein 2	protein-coding
11.95-4	chr17	47635551	47636141	+	7928	NA	intron (NM_198421, intron 1 of 6)	intron (NM_198421, intron 1 of 6)	5156	NM_198421	224836	Mm.59393	NM_198421	ENSMUSG00000090115	Usp49	C330046L10Rik|Gm545	ubiquitin specific peptidase 49	protein-coding
39.02-2	chr10	114899350	114900582	+	7927	NA	Intergenic	Lx6|LINE|L1	98240	NR_155864	102633245		NR_155864		Gm15723	-	predicted gene 15723	ncRNA
7.08-9	chr7	121873646	121876694	+	7926	NA	intron (NR_073548, intron 1 of 12)	MIR3|SINE|MIR	10132	NR_073548	20277	Mm.7709	NM_011325	ENSMUSG00000030873	Scnn1b	-	sodium channel, nonvoltage-gated 1 beta	protein-coding
4.99-2	chr1	5860424	5869997	+	7925	NA	Intergenic	Intergenic	52188	NM_010342	226304	Mm.291110	NM_010342	ENSMUSG00000033774	Npbwr1	Gpr7|Nbpwr1	neuropeptides B/W receptor 1	protein-coding
7.38-8	chr7	15529850	15539192	+	7924	NA	Intergenic	Lx2B2|LINE|L1	-12736	NM_027802	71468	Mm.415195	NM_027802	ENSMUSG00000054310	Obox1	7420700M11Rik|AU015708|AU024152	oocyte specific homeobox 1	protein-coding
6.42-8	chr15	36955261	36955992	+	7923	NA	Intergenic	RLTR26_Mus|LTR|ERVK	51776	NM_026521	68036	Mm.371631	NM_026521	ENSMUSG00000062397	Zfp706	3110006P09Rik|AA793007|AW536850|C77232|Znf706	zinc finger protein 706	protein-coding
6.29-4	chr7	54538843	54543918	+	7922	NA	Intergenic	Intergenic	-293865	NM_178705	233271	Mm.387344	NM_178705	ENSMUSG00000063297	Luzp2	9330154K17Rik|D130073E01	leucine zipper protein 2	protein-coding
10.98-3	chr6	66765373	66766087	+	7921	NA	Intergenic	L1Md_F|LINE|L1	11400	NM_134168	171186	Mm.377167	NM_134168	ENSMUSG00000115170	Vmn1r38	V1rc13	vomeronasal 1 receptor 38	protein-coding
5.26-4	chr10	67672780	67676747	+	7920	NA	Intergenic	RLTR10C|LTR|ERVK	-102804	NR_155444	105245193	Mm.72938	NR_155444		4930563J15Rik	-	RIKEN cDNA 4930563J15 gene	ncRNA
3.01-2	chr1	82223873	82230234	+	7919	NA	Intergenic	L1_Mus1|LINE|L1	64386	NM_010570	16367	Mm.4952	NM_010570	ENSMUSG00000055980	Irs1	G972R|IRS-1	insulin receptor substrate 1	protein-coding
9.25-7	chr5	115021074	115022422	+	7918	NA	intron (NM_029012, intron 1 of 10)	intron (NM_029012, intron 1 of 10)	10224	NM_029012	74585	Mm.355894	NM_029012	ENSMUSG00000029550	Sppl3	4833416I09Rik|Psl4|Usmg3	signal peptide peptidase 3	protein-coding
5.66-6	chr1	63234540	63240989	+	7917	NA	intron (NM_001285937, intron 2 of 5)	intron (NM_001285937, intron 2 of 5)	-23483	NM_146250	241070	Mm.103354	NM_146250	ENSMUSG00000046856	Gpr1	-	G protein-coupled receptor 1	protein-coding
16.98-2	chr5	138744434	138747004	+	7916	NA	Intergenic	Intergenic	-9362	NM_030565	80752	Mm.320355	NM_030565	ENSMUSG00000025854	Fam20c	C76981|DMP-4|DMP4|GEF-CK|mKIAA4081	family with sequence similarity 20, member C	protein-coding
